Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H14S1V001,H14S1V002,H14S1V003,H14S1V004,H14S1V005,H14S1V006,H14S1V007,H14S1V008,H14S1V009,H14S1V010,H14S1V011,H14S1V012,H14S1V013,H14S2V001,H14S2V002,H14S2V003,H14S2V004,H14S2V005,H14S2V006,H14S2V007,H14S2V008,H14S2V009,H14S2V010,H14S2V011,H14S2V012,H14S2V013,H14S2V014,H14S2V015,H14S2V016,H14S2V017,H14S2V018,H14S2V019,H14S2V020,H14S2V021,H14S2V022,H14S2V023,H14S2V024,H14S3V001,H14S3V002,H14S3V003,H14S3V004,H14S3V005,H14S3V006,H14S3V007,H14S3V008,H14S3V009,H14S3V010,H14S3V011,H14S3V012,H14S3V013,H14S3V014,H14S3V015,H14S3V016,H14S3V017,H14S3V018,H14S3V019,H14S3V020,H14S4V001,H14S4V002,H14S4V003,H14S4V004,H14S4V005,H14S4V006,H14S4V007,H14S4V008,H14S4V009,H14S4V010,H14S4V011,H14S4V012,H14S4V013,H14S4V014,H14S4V015,H14S4V016,H14S4V017,H14S4V018,H14S4V019,H14S4V020,H14S4V021,H14S4V022,H14S4V023,H14S4V024,H14S4V025,H14S4V026,H14S4V027,H14S4V028
791,WATERLOO SOUTH,Ontario,1867 - 1966,14,1921.12.06,1085,4fc7ed6a-7947-4985-8796-8a8d883a1286,"ELLIOTT, William",7429,0.5285,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,9,9,9,2,2,1,2,2,2,1,9,2,9,9,1,9,9,1,9,2,1,9,2,9,1,1,2,1,9,9,9,9,9,9,9,9,2,1,9,9,2,2,2,2,9,2,2,1,1,1,9,9,1,1,9,2,1,9,9,9,9,9,1,1,2,9,9,9,9,1,2,1,1,2,2,2,2,1,9,9,2,1,9,1
562,PORTNEUF,Quebec,1867 - 2004,14,1921.12.06,1088,50213f53-4bd4-4a8f-a6eb-ae0ac7c0034d,"DELISLE, Michel-Simeon",9021,0.8083,Liberal Party of Canada,"Gentleman, merchant, person of independent means",Fr.Catholic,1,6,,,,,,,,,,,,,2,9,2,9,9,9,1,1,1,2,1,9,2,2,2,2,2,1,2,2,2,1,9,9,1,2,1,2,1,2,2,2,2,2,1,2,2,9,1,1,2,9,2,1,2,9,2,2,1,1,9,2,2,9,9,2,9,2,9,2,1,2,1,1,2,1,9,9,1,1,9,2,1,2,2,1,1,1,2,2,2,9,1,1,2
36,BEAUCE,Quebec,1867 - ,14,1921.12.06-1921.12.18 and 1922.01.19,1092,50634114-351e-4c08-8b61-8698a41f8814,"BELAND, Hon. Henri Severin",12030,0.9001,Liberal Party of Canada,Physician,Fr.Catholic,1,6,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1921.12.18,,,2,2,2,9,2,1,1,1,1,2,1,9,2,2,2,9,9,1,2,2,9,1,1,2,1,2,1,2,1,2,2,2,2,2,9,2,2,2,1,1,2,9,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,9,9,9,9,1,1,2,9,2,1,1,1,2,2,1,9,2,1,1,1,2,9,2,2,1,1,2
793,WELLAND,Ontario,1867 - 1987,14,1921.12.06,1098,511d8a61-1106-4b86-a494-9cfa7e47f4f6,"GERMAN, William Manly",11195,0.5292,Liberal Party of Canada,Barrister,Protestant,0,6,,,,,,,,,,,,,2,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9
112,CAPE BRETON SOUTH AND RICHMOND,Nova Scotia,1914 - 1924,14,1921.12.06,1126,535344f8-2229-4bb7-8b9a-cdbb8bf4b522,"KYTE, George William",10387,0.2018,Liberal Party of Canada,"Barrister, lawyer",Catholic,0,3,,,,,,,,,,,,,2,2,2,1,2,1,1,9,1,9,9,1,2,2,2,2,1,9,2,2,2,9,9,2,9,2,1,9,9,2,2,2,2,2,9,2,2,2,1,9,9,2,2,1,2,1,9,2,9,9,9,9,9,9,9,9,9,2,1,2,1,2,9,1,9,9,9,9,9,9,2,2,1,2,2,1,1,1,2,9,9,9,9,9,9
225,FRASER VALLEY,British Columbia,1919 - 1966,14,1921.12.06,1129,5364d4af-462c-432d-9290-b69c3b0b8fef,"MUNRO, Elgin Albert",4307,0.5128,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,9,1,9,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,9,2,2,1,1,2,2,2,1,2,1,2,2,1,1,9,9,9,9,9,9,9,1,1,1,2,1,9,1,2,9,2,1,1,1,2,2,1,2,2,2,2,2,1,9,2,9,9,9,9
311,INVERNESS,Nova Scotia,1867 - 1933,14,1921.12.06,1142,54527ec0-1e62-40d5-99dc-90f2d267f646,"CHISHOLM, Alexander William",4650,0.5297,Liberal Party of Canada,Physician,Protestant,0,4,,,,,,,,,,,,,2,2,2,2,2,1,1,9,1,2,1,9,2,9,9,9,9,9,2,2,9,1,9,2,9,2,1,2,1,9,9,9,9,9,9,2,2,9,9,9,9,2,2,1,2,9,2,2,1,1,1,2,2,2,2,2,9,2,1,2,1,2,9,1,2,2,2,1,1,1,2,2,1,9,9,9,9,9,9,9,2,9,9,9,9
289,HULL,Quebec,1914 - 1984,14,1921.12.06,1164,5564e3c6-63c0-4987-bf0f-fd4f2d0b4f64,"FONTAINE, Joseph-Eloi",11998,0.827,Liberal Party of Canada,Physician,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,9,2,1,1,2,9,2,1,9,2,2,2,2,2,9,2,2,2,1,1,2,1,2,1,2,1,9,9,9,2,2,1,9,9,2,1,1,2,2,2,1,9,9,2,2,1,1,1,2,2,2,2,2,9,2,9,2,1,2,1,9,2,9,2,1,1,1,9,2,1,2,2,9,1,1,2,2,9,2,1,1,9
263,HALIFAX,Nova Scotia,1867 - ,14,1921.12.06-1923.11.01,1189,56fdc84e-aaff-46fe-bf93-d6f1014c6188,"MACLEAN, Alexander Kenneth",15892,0.2627,Liberal Party of Canada,Lawyer,Protestant,0,5,,,,,,,,,,Resignation. Appointed President of the Exchequer Court of Canada: 1923.11.01,,,2,2,2,2,2,1,1,2,1,2,1,9,2,2,2,2,2,9,2,2,9,1,9,2,9,2,1,2,2,2,2,2,2,2,9,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
367,LANARK,Ontario,1914 - 1966,14,1921.12.06-1922.10.07,1215,58f0abc6-b0e9-4950-822a-7b322eaa848b,"STEWART, Hon. John Alexander",9250,0.5773,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,Died in office: 1922.10.07,,,1,2,2,9,1,2,9,9,1,1,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
630,ST. ANTOINE,Quebec,1892 - 1933,14,1921.12.06-1924.05.14,1224,598709b3-cec0-4d67-aa19-d1331f93aa78,"MITCHELL, Walter George",9056,0.632,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Resignation: 1924.05.14,,,2,2,2,2,2,1,1,9,9,2,1,9,2,2,2,9,2,9,2,2,2,1,9,2,1,2,9,9,9,2,2,2,2,2,9,2,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
382,LAURIER--OUTREMONT,Quebec,1914 - 1933,14,1921.12.06-1921.12.28 and 1922.01.19,1226,599c3007-3f56-45f7-8fb9-76ef91733c47,"GOUIN, Sir Lomer",15341,0.7085,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,1,,,,,,,,Resignation. Appointed Minister of Justice and Attorney General of Canada: 1921.12.28,,,2,9,9,2,2,1,1,9,1,2,1,9,2,2,2,2,2,1,2,2,9,9,1,2,9,2,1,2,1,2,2,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
476,NEEPAWA,Manitoba,1914 - 1947,14,1921.12.06,1231,59c768fb-dc29-4eb7-83df-999c1d5d5eda,"MILNE, Robert",7876,0.7858,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,9,2,1,9,9,1,1,2,2,2,9,9,9,9,9,9,1,2,2,1,2,1,9,2,1,2,1,2,1,2,1,2,9,1,1,1,1,9,1,2,1,2,1,1,2,1,9,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,9,1
243,GLOUCESTER,New Brunswick,1867 - 1990,14,1921.12.06-1922.10.26,1245,5afbdf71-2ff3-4501-b9b3-74750bfc73ee,"TURGEON, Onesiphore",7671,0.7297,Liberal Party of Canada,"Editor, journalist",Fr.Catholic,1,6,,,,,,,,,,Resignation. Called to the Senate: 1922.10.26,,,2,2,2,2,2,1,1,2,1,2,1,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,14,1922.08.31,1272,5d23b71f-ca64-4954-b361-22c058f5662e,"BENOIT, Alderic-Joseph",5629,0.6465,Liberal Party of Canada,"Farmer, hay and grain dealer",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,2,2,2,1,9,2,1,2,1,2,1,2,2,2,9,2,1,2,2,2,1,1,2,9,2,1,2,1,2,2,1,1,1,2,2,2,9,2,2,2,9,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,9,1,1,2,2,2,2,1,1,2
723,TERREBONNE,Quebec,1867 - 1996,14,1921.12.06,1313,5fe0a99b-215e-4a47-85c2-96d98e586cfc,"PREVOST, Jules-Edouard",8882,0.7095,Liberal Party of Canada,"Journalist, publisher",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,2,1,9,2,1,2,1,9,2,2,2,9,9,1,2,2,9,1,9,2,1,2,1,2,2,2,2,2,9,2,9,2,2,2,1,1,2,9,2,1,2,1,2,2,1,1,1,2,2,9,9,2,9,2,9,9,9,9,9,1,9,9,2,1,9,1,2,2,1,2,2,9,9,9,9,2,9,2,1,1,9
755,THREE RIVERS AND ST. MAURICE,Quebec,1892 - 1924,14,1921.12.06-1922.01.02 and 1922.01.19-1925.09.04,1340,61c189fb-d551-49ed-82da-cc777b86b056,"BUREAU, Hon. Jacques",13995,0.6766,Liberal Party of Canada,Lawyer,Fr.Catholic,1,6,,1,,,,,,,,Resignation. Appointed Minister of Customs and Excise: 1922.01.02 & Resignation. Called to the Senate: 1925.09.04,,,2,2,2,2,2,1,1,9,9,2,1,1,2,2,2,2,9,9,9,2,2,9,1,9,1,2,1,2,1,9,9,9,2,2,1,2,2,9,1,9,9,9,9,9,2,9,2,2,1,1,9,2,2,2,2,2,2,2,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
802,WENTWORTH,Ontario,1903 - 1966,14,1921.12.06,1371,64133edf-0990-42a2-9245-175d93050aae,"WILSON, Gordon Crooks",9375,0.4301,Conservative (1867-1942),"Agent, gentleman, merchant",Protestant,0,3,,,,,,,,,,,,,1,9,2,9,1,2,9,9,1,1,2,2,1,1,2,2,9,9,2,2,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,1,2,9,9,9,2,9,1,9,9,9,9,9,1,9,9,9,9,9,9,1,9,2,1,2,9,2,9,9,9,9,9,1,1,1,2,9,1,2,2,2,1,9,2,9,9,9,9
605,RESTIGOUCHE--MADAWASKA,New Brunswick,1914 - 1966,14,1921.12.06,1375,64706d8b-7252-4010-9517-6f90f6dfaf49,"MICHAUD, Pius",7593,0.815,Liberal Party of Canada,"Barrister, lawyer",Fr.Catholic,1,5,,,,,,,,,,,,,2,2,2,9,2,1,1,9,1,2,1,9,2,2,2,2,2,1,2,2,2,1,9,9,1,2,1,2,1,2,2,2,2,2,1,9,2,2,1,1,2,2,2,1,2,1,2,2,1,9,1,2,9,2,9,9,9,2,1,2,1,2,9,1,2,9,2,1,1,9,2,2,1,2,2,9,1,1,2,2,2,2,1,1,9
23,ASSINIBOIA,Saskatchewan,1907 - 1987,14,1921.12.06,1381,64ea5c35-fa23-4e75-a3d7-1d07114270e0,"GOULD, Oliver Robert",6549,0.5635,Progressive,"Carpenter, farmer",Protestant,0,2,,,,,,,,,England,,,,2,1,1,1,2,2,1,9,2,2,2,9,2,1,1,1,1,2,9,1,2,1,2,1,1,1,2,2,1,1,1,1,9,9,9,1,2,2,1,2,1,1,1,1,2,1,2,2,1,9,2,9,2,1,1,1,9,1,2,2,2,1,1,2,1,9,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1
810,WESTMORLAND,New Brunswick,1867 - 1966,14,1921.12.06-1921.12.28 and 1922.01.19,1383,651714ed-1fa2-4874-a656-3e55434ef8cc,"COPP, Hon. Arthur Bliss",12646,0.6142,Liberal Party of Canada,Lawyer,Protestant,0,3,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1921.12.28,,,2,2,2,2,2,1,1,2,1,2,1,9,2,2,2,2,9,9,2,2,9,1,1,2,1,2,1,2,2,2,2,9,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,9,2,2,2,2,2,2,2,1,2,1,2,9,1,2,9,2,1,1,9,2,2,1,2,9,9,9,9,9,9,2,2,1,1,2
294,HUMBOLDT,Saskatchewan,1905 - 1952,14,1921.12.16,1419,67dd1df7-0913-46c1-8923-6cc60d4671d4,"STEWART, Charles Wallace",10280,0.6345,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,9,9,1,2,2,2,2,1,2,1,1,1,1,2,1,9,2,1,9,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,9,1,2,1,9,1,1,1,9,1,2,1,2,1,1,2,1,9,2,1,2,2,1,2,2,1,2,2,2,2,1,9,2,1,1,2,1
432,MEGANTIC,Quebec,1867 - 1933,14,1921.12.06-1922.10.25,1422,68071fca-03f2-4f7c-b33c-2ed63bb08327,"PACAUD, Lucien Turcotte",8715,0.8329,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,,1,,,,,,,Resignation. Becomes Secretary to the Canadian High Commissioner to London: 1922.10.25,,,2,2,9,2,2,1,9,9,1,2,1,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
164,CUMBERLAND,Nova Scotia,1867 - 1966,14,1921.12.06,1430,687c4488-2a54-4da2-b396-df8a4613b4fb,"LOGAN, Hance James",9762,0.5655,Liberal Party of Canada,Lawyer,Protestant,0,4,,,,,,,,,,,,,2,2,2,2,2,1,1,1,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,1,2,2,2,9,9,9,2,9,2,1,2,1,1,2,1,2,9,9,2,9,1,9,2,2,2,2,9,9,9,9,9,9,9,1,1,2,1,2,1,1,1,2,2,1,2,9,9,1,2,1,9,2,9,9,9,9
316,JOLIETTE,Quebec,1867 - 1933,14,1921.12.06,1442,691705c6-e71f-4fae-a033-f5eeacf51c8d,"DENIS, Jean Joseph",6203,0.6063,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,9,2,2,2,1,9,1,1,2,1,9,2,2,2,2,9,9,1,2,2,9,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,9,9,2,9,9,9,2,9,2,2,2,9,9,2,2,1,2,1,1,1,9,9,2,1,9,1,2,2,1,9,9,9,1,1,2,9,2,9,9,9,2
564,PRINCE,Prince Edward Island,1903 - 1966,14,1921.12.06,1453,69d2b29f-abec-4ff0-bf0e-2a7e2bd02ddf,"MACLEAN, Alfred Edgar",5930,0.4461,Liberal Party of Canada,"Farmer, rancher, trader",Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,1,9,2,1,9,2,9,9,2,2,1,9,9,9,9,9,2,1,2,1,2,1,9,9,2,2,9,9,2,9,2,9,1,2,2,2,1,2,1,2,2,1,9,2,2,2,9,9,9,9,1,1,1,2,1,1,1,2,9,2,1,9,1,2,2,1,2,2,9,9,9,9,2,2,2,1,1,2
184,DUFFERIN,Ontario,1903 - 1924,14,1921.12.06,1463,6ab316a8-3ae6-4d75-abfd-972a968b36a1,"WOODS, Robert John",4052,0.519,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,9,9,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,9,9,9,9,2,2,2,2,1,2,1,1,1,1,9,2,1,2,2,1,2,2,9,2,1,2,1,2,9,2,9,9,9,2
109,NORTH CAPE BRETON AND VICTORIA,Nova Scotia,1903 - 1924,14,1921.12.06-1921.12.28  and 1922.01.19-1923.04.10,1478,6c38f39b-1f70-4da5-ac6d-14d796590e55,"MCKENZIE, Daniel Duncan",7399,0.6457,Liberal Party of Canada,Lawyer,Protestant,0,5,,1,,,,,,,,Resignation. Appointed Solicitor General of Canada: 1921.12.28  & Resignation. Appointed Puisne Judge of the Supreme Court of Nova Scotia: 1923.04.10,,,2,2,2,1,2,1,1,2,1,2,1,9,2,2,2,2,2,1,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
848,YORK WEST,Ontario,1914 - ,14,1921.12.06,1484,6cab8398-dae1-4e94-b6be-0177cdcd9b99,"DRAYTON, Hon. Sir Henry Lumley",8850,0.4527,Conservative (1867-1942),"Barrister, crown attorney",Protestant,0,2,,,,,,,,,,,,,1,2,2,2,1,9,9,9,1,1,2,9,1,1,2,2,9,9,9,2,9,9,2,1,9,2,2,1,2,9,9,9,9,9,9,2,1,1,9,9,9,9,2,2,1,2,1,9,2,2,2,2,2,2,9,2,9,9,1,2,1,2,9,2,2,2,9,9,9,1,1,1,2,2,1,2,2,1,1,1,9,2,9,2,9
181,DORCHESTER,Quebec,1867 - 1966,14,1921.12.06,1503,6d7aad3a-b476-424b-8f8f-8ece71f89882,"CANNON, Lucien",5744,0.68,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,9,9,9,9,2,1,9,1,1,2,1,1,2,2,2,9,2,9,2,2,9,9,9,9,1,2,1,2,1,9,9,9,9,9,9,9,9,2,9,9,9,9,2,1,2,9,2,2,1,1,9,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,2,1,9,1,2,2,1,2,2,1,9,1,2,2,9,2,1,1,9
346,KOOTENAY EAST,British Columbia,1914 - 1966,14,1921.12.06-1922.02.07,1509,6ddaff71-67d5-4862-8fea-959e13ea92af,"BEATTIE, Robert Ethelbert",2339,0.3814,Liberal Party of Canada,Pharmacist,Unknown,0,1,,,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1922.02.07,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
61,BRANDON,Manitoba,1892 - 1952,14,1921.12.06,1513,6df59897-c34b-4c7b-ae9c-3918921f376b,"FORKE, Robert",9596,0.6822,Progressive,Farmer,Protestant,0,1,,,,,,,,,Scotland,,,,2,1,1,1,2,2,1,2,2,2,2,9,2,1,1,1,1,2,9,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,9,9,1,1,1,9,1,1,1,2,1,9,1,1,9,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,9,1
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,14,1921.12.06,1532,6f0e79a6-263d-4f17-8fbc-6e37780ff83c,"CALDWELL, Thomas Wakem",6413,0.5447,Progressive,Farmer,Protestant,0,2,,,,,,,,,,,,,2,1,1,1,2,2,1,9,2,2,2,9,2,1,1,1,1,2,1,9,2,1,2,1,1,1,2,2,1,9,9,9,9,9,9,2,2,2,1,2,1,2,2,1,2,1,2,2,1,9,2,9,9,1,1,9,2,1,9,1,2,1,1,2,1,9,9,9,9,2,1,2,1,9,2,2,2,2,1,9,2,9,2,9,9
415,MACLEOD,Alberta,1907 - 1966,14,1921.12.06,1559,717ab1d6-e8dc-480c-aba9-4552f242369a,"COOTE, George Gibson",6086,0.5977,Progressive,"Accountant, bank manager, farmer",Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,9,2,2,2,2,1,2,1,1,1,1,2,1,9,2,9,2,1,9,1,2,9,9,1,1,1,1,1,9,9,9,9,1,2,1,9,1,1,2,9,9,9,9,9,2,1,1,1,1,9,1,1,2,1,2,1,1,2,1,2,9,2,9,9,9,9,9,1,2,2,2,2,1,1,1,1,1,9,1
614,RIMOUSKI,Quebec,1867 - 1980,14,1924.09.02,1561,71af9d62-c992-4c6b-a2b9-30ba0cf75966,"FISET, Eugene",5701,0.5953,Liberal Party of Canada,"Person of independent means, physician, surgeon",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,1,2,1,1,2,1,2,1,1,1,9,2,1,2,2,1,1,1,2,2,9,2,1,1,9
638,ST. HYACINTHE--ROUVILLE,Quebec,1914 - 1933,14,1921.12.06,1569,7220c8bb-644f-4214-b7d2-63a27895aa9f,"MORIN, L.S. Rene",9425,0.6707,Liberal Party of Canada,Notary,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,2,2,1,9,9,1,2,1,1,9,2,2,9,1,1,2,9,2,9,9,2,9,2,1,2,1,9,9,9,9,9,9,2,2,2,1,9,9,9,2,1,9,9,2,2,1,9,2,2,2,9,9,9,9,9,9,2,1,2,1,1,9,9,2,1,1,9,2,2,1,9,9,9,9,9,9,9,2,2,1,1,2
82,BRUCE SOUTH,Ontario,1903 - 1933,14,1921.12.06,1573,725e6c4a-e670-4a6a-bfba-d9bc780f54ec,"FINDLAY, John Walter",4762,0.4392,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,9,2,2,2,1,2,1,1,1,9,9,1,1,2,1,9,1,1,1,2,2,1,9,9,9,9,9,9,9,9,2,1,2,1,2,2,1,9,1,2,2,1,1,2,2,9,2,1,9,9,1,2,1,2,9,2,1,9,9,2,1,1,2,2,2,1,2,2,2,2,2,1,9,2,2,1,9,9
235,GASPE,Quebec,1867 - 1996,14,1921.12.06,1590,733cae8a-7e57-46c6-ab2e-478ac991835f,"LEMIEUX, Hon. Rodolphe",9728,0.811,Liberal Party of Canada,"Author, lawyer, lecturer",Fr.Catholic,1,7,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
549,PETERBOROUGH WEST,Ontario,1867 - 1952,14,1921.12.06,1607,7487ed9c-9f66-470d-8eb7-c105d30497b5,"GORDON, George Newcombe",6890,0.5928,Liberal Party of Canada,Barrister,Protestant,0,2,,,,,,,,,,,,,9,2,2,2,2,1,1,9,1,2,1,9,2,2,2,9,1,1,9,9,2,1,9,2,1,2,1,2,1,9,9,9,9,9,9,2,2,2,9,1,2,9,2,1,2,9,2,2,1,1,2,2,2,2,2,2,2,2,9,2,1,2,1,1,2,9,2,1,9,1,2,2,1,2,2,2,2,1,1,9,2,2,1,1,9
655,ST. MARY,Quebec,1892 - 1947,14,1921.12.06,1665,7823773e-c76d-4b06-a5b5-c5c775718966,"DESLAURIERS, Hermas",15262,0.7421,Liberal Party of Canada,Physician,Fr.Catholic,1,2,,,,,,,,,,,,,2,9,2,2,2,1,1,9,9,2,1,1,2,2,2,9,2,1,2,2,2,1,9,9,9,2,1,9,9,2,2,2,2,2,1,9,9,2,1,1,2,9,2,1,2,9,2,2,1,1,1,2,2,2,9,2,9,2,9,2,1,2,1,9,2,1,2,1,1,1,2,2,1,2,2,9,1,1,2,2,9,9,9,9,2
112,CAPE BRETON SOUTH AND RICHMOND,Nova Scotia,1914 - 1924,14,1921.12.06,1675,78eadf97-c6a9-462a-b669-6f6616adf0ba,"CARROLL, William F.",10524,0.2044,Liberal Party of Canada,"Barrister, lawyer",Catholic,0,2,,,,,,,,,,,,,2,2,2,1,2,1,1,2,9,2,1,9,9,2,2,9,2,1,9,9,2,1,1,2,1,2,1,2,2,9,9,9,2,2,9,9,9,2,1,1,2,1,2,1,2,9,9,9,9,9,1,9,9,9,9,9,9,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,9,2,1,1,1,2,2,9,9,9,9,9
472,NANAIMO,British Columbia,1903 - 1962,14,1921.12.06,1711,7b7843bb-1f02-4f94-8f9f-02d7449e564e,"DICKIE, Charles Herbert",6897,0.4594,Conservative (1867-1942),"Lumberman, miner, railway employee",Protestant,0,1,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,1,2,9,1,1,2,9,2,2,2,2,9,2,2,1,2,2,2,2,1,2,2,2,2,2,9,9,9,1,9,9,9,2,2,2,9,2,1,9,9,9,1,2,9,2,9,9,9,1,9,2,1,2,2,2,2,9,1,9,9,1,1,1,2,2,1,2,2,2,1,1,2,2,9,9,9
