Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H04S1V001,H04S1V002,H04S1V003,H04S1V004,H04S1V005,H04S1V006,H04S1V007,H04S1V008,H04S1V009,H04S1V010,H04S1V011,H04S1V012,H04S1V013,H04S1V014,H04S1V015,H04S1V016,H04S1V017,H04S1V018,H04S2V001,H04S2V002,H04S2V003,H04S2V004,H04S2V005,H04S2V006,H04S2V007,H04S2V008,H04S2V009,H04S2V010,H04S2V011,H04S2V012,H04S2V013,H04S2V014,H04S2V015,H04S2V016,H04S2V017,H04S2V018,H04S2V019,H04S2V020,H04S2V021,H04S2V022,H04S3V001,H04S3V002,H04S3V003,H04S3V004,H04S3V005,H04S3V006,H04S3V007,H04S3V008,H04S3V009,H04S3V010,H04S3V011,H04S3V012,H04S3V013,H04S3V014,H04S3V015,H04S3V016,H04S3V017,H04S3V018,H04S3V019,H04S3V020,H04S3V021,H04S3V022,H04S3V023,H04S3V024,H04S3V025,H04S3V026,H04S3V027,H04S3V028,H04S3V029,H04S3V030,H04S3V031,H04S3V032,H04S3V033,H04S3V034,H04S3V035,H04S3V036,H04S3V037,H04S3V038,H04S3V039,H04S3V040,H04S3V041,H04S3V042,H04S3V043,H04S3V044,H04S3V045,H04S3V046,H04S3V047,H04S3V048,H04S3V049,H04S3V050,H04S4V001,H04S4V002,H04S4V003,H04S4V004,H04S4V005,H04S4V006,H04S4V007,H04S4V008,H04S4V009,H04S4V010,H04S4V011,H04S4V012,H04S4V013,H04S4V014,H04S4V015,H04S4V016,H04S4V017,H04S4V018,H04S4V019,H04S4V020,H04S4V021,H04S4V022,H04S4V023,H04S4V024,H04S4V025,H04S4V026,H04S4V027,H04S4V028,H04S4V029,H04S4V030,H04S4V031,H04S4V032,H04S4V033,H04S4V034,H04S4V035,H04S4V036,H04S4V037,H04S4V038,H04S4V039,H04S4V040,H04S4V041,H04S4V042,H04S4V043,H04S4V044,H04S4V045,H04S4V046,H04S4V047,H04S4V048,H04S4V049,H04S4V050,H04S4V051
75,BROME,Quebec,1867 - 1924,4,1878.09.17-1880.08.21,1009,4975cc9b-8024-4e61-ad69-603a55485e36,"CHANDLER, E.L.",1272,0.5621,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,Died in office: 1880.08.21,,,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,9,2,9,1,2,2,1,1,2,9,9,9,9,9,1,1,2,2,1,2,9,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
123,CARLETON,Ontario,1867 - 1966,4,1878.09.17,1014,49a58660-ca8c-45a2-a695-9dedf7e70416,"ROCHESTER,",1282,0.4973,Conservative (1867-1942),Lumber merchant,Protestant,0,3,,,,,,,,,United States,,,,1,1,2,9,2,2,2,9,2,9,2,2,2,1,1,9,2,9,1,9,9,9,1,9,9,1,9,2,2,2,9,9,2,1,1,2,1,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,1,9,9,9,9,9,9,9,9,9,9,2,2,1,1,9,9,2,2,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
538,PEEL,Ontario,1867 - 1966,4,1878.09.17,1022,4a7c284d-80f5-4f6a-8d14-911d3af15404,"ELLIOTT, Wm.",1414,0.5162,Conservative (1867-1942),"Farmer, merchant",Protestant,0,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,9,2,1,2,9,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,2,1,9,1,2,2,2,9,2,2,9,2,2,2,1,1,9,2,9,1,1,2,2,2,2,1,2,9,2,2,2,1,2,2,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
66,BRANT SOUTH,Ontario,1867 - 1903,4,1878.09.17,1033,4c0343e7-af09-409c-8b15-82597243d468,"PATERSON, William",1496,0.5354,Liberal Party of Canada,Confectioner,Protestant,0,3,,,,,,,,,,,,,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,9,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,9,9,1,1,1,2,2,1,1,1,1,9,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
127,CHAMBLY,Quebec,1867 - 1893,4,1878.09.17,1042,4cd5a297-882b-436d-91fd-d78c31786817,"BENOIT, P.B.",887,0.5127,Conservative (1867-1942),Farmer,Fr.Catholic,1,4,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,9,1,2,1,9,1,1,1,2,2,2,2,2,2,9,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,9,9,1,1,2,2,1,9,9,9,1,2,9,9,9,2,2,9,9,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,4,1878.09.17-1881.01.21,1084,4fbe3694-8d89-41e3-8fdc-3f22c3ee7d70,"KEELER, Joseph",1799,0.5089,Liberal-Conservative,"Grain merchant, landlord, lumber merchant, postmaster, shipowner",Protestant,0,3,,,,,,,,,,Died in office: 1881.01.21,,,1,1,2,9,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,9,1,1,9,9,9,2,2,2,1,1,2,1,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
134,CHARLEVOIX,Quebec,1867 - 1914,4,1881.03.19,1109,5213cfcc-017d-43b0-afbe-c3ea9dff35e1,"CIMON, Simon-Xavier",929,0.521,Conservative (1867-1942),"Contractor, manufacturer, merchant",Fr.Catholic,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,1,9,1,2,2,2,2,2,1,2,2,2,1,2,9,9,9,2,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
784,VICTORIA SOUTH,Ontario,1867 - 1903,4,1878.09.17,1122,53232184-e7f9-4a53-a58b-d09ea7f2181a,"MCQUADE, Arthur",1705,0.571,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,Ireland,,,,1,1,2,9,2,2,2,2,2,1,1,1,9,2,1,1,9,9,1,2,9,1,1,9,9,1,1,2,1,1,2,2,2,1,9,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,9,1,2,2,9,2,2,2,2,9,9,9,9,2,1,1,1,1,1,2,2,2,2,2,1,9,2,9,9,9,1,2,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
501,NORTHUMBERLAND WEST,Ontario,1867 - 1914,4,1881.12.19,1151,54b672a0-5cd7-4ecb-89ba-f60701ad23a8,"GUILLET, George",1448,0.5124,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55,BOTHWELL,Ontario,1867 - 1903,4,1878.09.17,1153,54d45e0b-418e-487a-ba6a-706204df759b,"MILLS, Hon. David",1852,0.5417,Liberal Party of Canada,"Lawyer, teacher",Protestant,0,4,,,,,,,,,,,,,2,2,1,2,1,1,1,1,1,1,2,2,9,1,2,2,1,1,2,2,1,2,2,1,2,9,9,9,9,9,9,1,1,2,2,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9,1,1,9,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,CHARLEVOIX,Quebec,1867 - 1914,4,1879.02.13,1166,559b617a-1d76-41b0-a79b-1e8e93171c28,"PERRAULT, Jos. Stanislas",1077,0.5453,Conservative (1867-1942),"Crown prosecutor, lawyer",Fr.Catholic,1,1,,,,,,,,,,Election declared void: 1879.02.13,,,1,1,2,1,1,2,1,2,1,2,9,1,2,2,1,1,9,9,1,9,1,9,1,2,1,1,1,2,2,2,2,2,2,1,1,9,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
501,NORTHUMBERLAND WEST,Ontario,1867 - 1914,4,1878.09.17-1881.11.14,1191,5728a223-f474-49ea-a817-58b31ab1e486,"COCKBURN, Hon. James",1315,0.5173,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,England,"Resignation, appointed Chaiman of the Commission for the codification of the Dominion Statutory law: 1881.11.14",,,9,9,2,1,9,9,9,1,2,2,1,1,2,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,2,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
582,QUEBEC WEST,Quebec,1867 - 1933,4,1878.09.17,1202,57e3af20-7752-4e88-b4ff-fabf0b0ca03c,"MCGREEVY, Hon. Thomas",accl.,,Liberal-Conservative,Contractor,Catholic,0,4,,,,,,,,,,,,,9,9,2,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,1,1,9,1,9,9,1,1,2,2,2,2,9,9,1,1,2,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,1,9,9,9,2,2,9,9,9,9,9,2,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,2,2,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
777,VICTORIA,British Columbia,1872 - 1903,4,1878.09.17,1233,59dd9d42-12e0-4d91-af20-4a5de0ea5e12,"MACDONALD, Right Hon. Sir John A.",896,0.4681,Liberal-Conservative,Lawyer,Protestant,0,4,,1,,,,,,,Scotland,Resignation from Marquette. Becomes Prime Minister (1878.10.17). Elected for Victoria and for Marquette. Chose to sit for Victoria. ,,,1,1,2,1,2,2,2,2,2,1,2,2,2,9,1,1,2,1,1,1,1,9,9,2,9,1,1,9,9,9,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,9,9,9,9,1,1,2,2,2,9,2,2,2,2,2,2,1,9,1,9,9,9,9,2,2,2,9,9,2,2,2,1,2,9,2,2,9,2,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
624,ROUVILLE,Quebec,1867 - 1914,4,1878.09.17,1241,5a581670-34a2-4859-bbe2-77b0dca03a0f,"GIGAULT, George Auguste",1073,0.5083,Conservative (1867-1942),Notary,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,2,1,2,9,1,1,2,9,1,1,2,2,1,2,9,1,1,9,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,2,2,1,1,9,2,2,2,2,2,2,2,9,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
836,YAMASKA,Quebec,1867 - 1933,4,1878.09.17-1879.05.19,1255,5bf1b8b1-962d-49f5-8c63-7006c01e7dd6,"GILL, Charles",1029,0.5931,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,,,,,,,,,"Resignation, appointed Puisne Judge of the Superior Court of Quebec: 1879.05.19",,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
589,QUEENS,Nova Scotia,1867 - 1892,4,1878.09.17,1299,5f3ac476-7786-4f4c-8e71-b670983341f2,"BILL, S.T.R.",670,0.5126,Liberal-Conservative,"Merchant, shipowner",Protestant,0,1,,,,,,,,,,,,,1,1,9,9,9,9,9,2,9,1,1,1,2,2,1,1,2,9,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,9,2,1,1,2,2,2,2,9,1,2,2,9,9,2,2,1,9,9,1,1,2,1,2,2,9,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
45,BERTHIER,Quebec,1867 - 1924,4,1878.09.17,1316,60219b6c-8c12-46d0-aae8-4b19582d0990,"CUTHBERT, E.O.",1134,0.5534,Conservative (1867-1942),Person of independent means,Catholic,0,2,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,9,2,1,1,2,2,1,1,2,2,1,2,1,1,1,9,9,9,2,2,2,1,1,9,1,2,2,2,2,2,2,2,2,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,9,2,1,1,2,2,2,2,2,2,2,9,9,2,9,1,1,1,9,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2
550,PICTOU,Nova Scotia,1867 - 1966,4,1878.09.17-1878.10.16 and 1878.11.04-1881.05.20,1319,60316921-a6e4-4617-863b-c4fb7d2b94e0,"MCDONALD, Hon. James",2747,0.2683,Conservative (1867-1942),Lawyer,Protestant,0,2,,1,,,,,,,,Resignation. Appointed Minister of Justice and Attorney General: 1878.10.16 & Resignation. Appointed Chief Justice of the Supreme Court of Nova Scotia: 1881.05.20,,,1,1,2,9,2,2,2,2,2,1,2,2,2,9,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
397,LINCOLN,Ontario,1867 - 1882,4,1878.09.17,1325,60dce6b8-9a48-42d7-ac05-78696717ffa4,"RYKERT, John C.",1893,0.5127,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,9,9,9,2,1,1,1,2,2,1,1,2,9,1,9,1,1,1,2,2,2,9,9,9,1,1,2,1,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,9,1,2,2,2,2,2,2,2,2,9,9,9,1,9,2,2,2,9,9,9,9,2,1,1,2,9,9,9,9,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9
704,STANSTEAD,Quebec,1867 - 1966,4,1878.09.17,1341,61ded175-30d3-421c-9bab-151b579f57d1,"COLBY, Charles C.",1492,0.6691,Liberal-Conservative,"Author, lawyer",Protestant,0,4,,,,,,,,,United States,,,,1,1,2,1,2,2,2,2,2,9,2,1,9,9,1,1,2,9,1,1,1,2,1,9,9,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,1,1,9,2,2,1,2,2,2,2,9,9,9,9,1,1,1,1,2,2,2,9,2,2,2,1,2,2,2,1,1,9,9,9,9,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9
287,HOCHELAGA,Quebec,1867 - 1978,4,1878.09.17,1355,62e8d0ed-ec37-4851-b96d-038faa1437d7,"DESJARDINS, Alphonse",3039,0.5648,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,9,9,9,2,2,2,1,1,9,2,1,1,2,1,1,1,1,2,1,2,9,1,1,2,2,2,2,9,9,1,1,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,9,9,2,2,1,9,2,2,1,2,2,2,2,2,2,9,9,1,9,9,2,9,2,2,2,2,2,2,1,9,2,9,1,2,9,9,2,9,9,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
81,BRUCE SOUTH,Ontario,1867 - 1882,4,1878.09.17,1370,64088f86-7fee-4873-a4e6-3489f5eb4082,"SHAW, Alexander",2673,0.5071,Liberal-Conservative,Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,9,1,9,1,2,1,9,9,2,2,2,2,2,2,1,1,2,1,2,2,9,2,9,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,9,2,2,2,1,1,1,9,2,9,9,2,2,2,2,1,2,9,9,9,9,1,2,2,2,9,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2
678,SHELBURNE,Nova Scotia,1867 - 1892,4,1878.09.17,1412,677be20a-c10a-4c93-87d0-dd89793b00e5,"ROBERTSON, Thomas",966,0.4683,Liberal Party of Canada,"Author, public servant",Protestant,0,1,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,9,1,1,1,2,9,2,1,9,9,2,1,2,2,1,2,2,2,2,2,2,9,9,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,9,1,1,2,2,1,1,9,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
139,CHATEAUGUAY,Quebec,1867 - 1914,4,1878.09.17-1880.03.14,1417,67ccf0a8-4537-459b-b2a4-a231138d0ba8,"HOLTON, Hon. L.H.",936,0.5529,Liberal Party of Canada,Merchant,Protestant,0,4,,,,,,,,,,Died in office: 1880.03.14,,,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,9,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
518,OTTAWA (CITY OF),Ontario,,4,1878.09.17,1423,680845f7-a13d-4c59-8e2b-e1b7e3dce92c,"TASSE, Joseph",1748,0.2822,Conservative (1867-1942),"Author, journalist, newspaper editor",Catholic,1,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,9,1,1,2,2,1,9,2,1,1,2,1,2,1,2,9,1,1,9,9,9,2,2,9,1,1,2,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,1,1,2,9,9,1,2,2,1,2,2,2,2,9,9,9,2,1,1,9,1,2,9,9,9,2,2,2,1,2,2,2,1,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
362,LAMBTON,Ontario,1867 - 1882,4,1878.09.17,1471,6b844758-6f54-4c68-8373-f26140d22ff6,"MACKENZIE, Hon. Alexander",2707,0.5139,Liberal Party of Canada,"Contractor, editor",Protestant,0,4,,,,,,,,,Scotland,,,,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,9,1,9,1,1,1,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,1,2,9,9,9,9,9,1,9,1,1,1,2,1,9,1,9,2,9,1,9,9,9,9,2,1,9,1,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
44,BELLECHASSE,Quebec,1867 - 1996,4,1881.03.19,1482,6c99e207-be00-46fd-9d34-75e03efe5e39,"AMYOT, Guillame",1066,0.5074,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,1,2,1,2,2,2,2,1,1,9,9,9,9,9,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
468,MUSKOKA,Ontario,1872 - 1882,4,1878.09.17,1485,6cbded79-c3e9-41a8-a233-93e38d4afffd,"COCKBURN, A.P.",1259,0.5128,Liberal Party of Canada,"Author, lumberman, merchant",Protestant,0,3,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,1,2,2,2,9,9,2,9,9,2,2,1,2,2,9,2,2,9,2,2,1,1,1,1,2,2,1,2,1,1,9,1,1,1,9,1,1,1,1,1,1,1,1,1,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,9,9,9,2,9,9,9,9,1,9,2,1,9,9,1,9,1,9,1,1,1,2,2,1,1,1,2,2,9,1,1,2,2,9,9,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
300,HURON CENTRE,Ontario,1872 - 1882,4,1878.09.17-1878.10.10,1486,6cc239f6-b672-4c65-bfa7-3f8390e87801,"HORTON, Horace",1732,0.56,Liberal Party of Canada,Insurance agent,Protestant,0,3,,,,,,,,,England,Resignation: 1878.10.10,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
