Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H17S1V001,H17S1V002,H17S1V003,H17S1V004,H17S1V005,H17S1V006,H17S2V001,H17S2V002,H17S2V003,H17S2V004,H17S2V005,H17S2V006,H17S2V007,H17S2V008,H17S2V009,H17S2V010,H17S2V011,H17S2V012,H17S2V013,H17S2V014,H17S2V015,H17S2V016,H17S2V017,H17S2V018,H17S2V019,H17S2V020,H17S2V021,H17S2V022,H17S2V023,H17S2V024,H17S2V025,H17S3V001,H17S3V002,H17S3V003,H17S3V004,H17S3V005,H17S3V006,H17S3V007,H17S3V008,H17S3V009,H17S3V010,H17S3V011,H17S3V012,H17S3V013,H17S3V014,H17S3V015,H17S3V016,H17S3V017,H17S3V018,H17S3V019,H17S3V020,H17S3V021,H17S3V022,H17S3V023,H17S3V024,H17S4V001,H17S4V002,H17S4V003,H17S4V004,H17S4V005,H17S4V006,H17S4V007,H17S4V008,H17S4V009,H17S4V010,H17S4V011,H17S4V012,H17S4V013,H17S4V014,H17S4V015,H17S4V016,H17S4V017,H17S4V018,H17S4V019,H17S4V020,H17S4V021,H17S4V022,H17S4V023,H17S4V024,H17S4V025,H17S4V026,H17S4V027,H17S4V028,H17S4V029,H17S4V030,H17S4V031,H17S4V032,H17S4V033,H17S4V034,H17S4V035,H17S4V036,H17S4V037,H17S4V038,H17S4V039,H17S4V040,H17S5V001,H17S5V002,H17S5V003,H17S5V004,H17S5V005,H17S5V006,H17S5V007,H17S5V008,H17S5V009,H17S5V010,H17S5V011,H17S5V012,H17S5V013,H17S5V014,H17S5V015,H17S5V016,H17S5V017,H17S5V018,H17S5V019,H17S5V020,H17S5V021,H17S5V022,H17S5V023,H17S5V024,H17S5V025,H17S5V026,H17S5V027,H17S6V001,H17S6V002,H17S6V003,H17S6V004,H17S6V005,H17S6V006,H17S6V007,H17S6V008,H17S6V009,H17S6V010,H17S6V011,H17S6V012,H17S6V013,H17S6V014,H17S6V015,H17S6V016,H17S6V017,H17S6V018,H17S6V019,H17S6V020,H17S6V021,H17S6V022,H17S6V023,H17S6V024,H17S6V025,H17S6V026,H17S6V027
208,ELGIN WEST,Ontario,1867 - 1933,17,1930.07.28-1934.06.08,618,2e1a0504-6db9-413c-a847-54e5b76f53b4,"HEPBURN, Mitchell Frederick",10020,0.5386,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,Resignation. Enters provincial politics in Ontario: 1934.06.08,,,1,9,2,1,2,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,2,9,9,2,2,2,1,2,9,9,9,9,9,9,1,9,9,9,9,2,1,2,1,1,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
638,ST. HYACINTHE--ROUVILLE,Quebec,1914 - 1933,17,1930.07.28,624,2e8b1383-3102-4dea-9d77-0470f783fa29,"FONTAINE, Joseph-Theophile-Adelard",8616,0.536,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,1,1,2,1,2,9,9,9,9,2,9,9,9,2,1,9,1,9,9,1,1,9,9,9,9,9,9,1,2,9,9,9,9,2,9,9,9,1,1,9,2,2,9,9,9,1,9,2,1,2,9,9,9,9,9,9,1,2,9,9,9,2,9,9,9,9,9,9,1,9,9,9,9,9,9,2,9,9,9,2,2,9,2,1,2,9,9,2,2,1,2,2,9,9,9,9,2,1,9,9,9,9,9,1,1,9,9,9,9,2,9,9,9,9,2,1,2,1,2,2,9,9,1,9,9,9,1,1,1,2,1,9,2,1,2,1,9,9,9,2,9,9,9,9,2,9,1,1,9
599,RENFREW NORTH,Ontario,1867 - 1972,17,1930.07.28,628,2eb2f904-eec2-402a-86ad-818a3c0118f4,"COTNAM, Ira Delbert",6125,0.5557,Conservative (1867-1942),Physician,,0,3,,,,,,,,,,,,,2,9,2,2,1,9,1,2,2,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,1,9,1,2,9,9,2,1,9,9,1,9,2,1,9,9,9,9,9,9,1,2,2,1,9,9,9,9,9,1,2,1,9,9,9,1,1,1,1,1,9,1,2,2,2,1,1,1,9,1,9,2,1,1,9,9,2,2,1,9,9,9,1,2,1,1,9,1,9,2,1,2,2,1,1,2,1,2,1,9,9,9,1,1,9,9,9,2,9,9,9,1,1,9,2,9,9,2,9,9,2,2,1,9,9,9,9,9,9,9,1,9,9,9,1,1,1,9,1,9,2,2,9
217,ESSEX WEST,Ontario,1924 - 1966,17,1930.07.28,643,2fa8e34f-4647-4535-baf7-231e1bb218b4,"ROBINSON, Sidney Cecil",17150,0.616,Conservative (1867-1942),"Business executive, gentleman, industrialist, manager",,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,9,2,1,2,2,1,9,9,9,9,2,2,1,9,2,9,9,9,9,9,9,9,1,1,9,1,2,2,9,1,1,2,9,9,2,9,2,2,1,9,2,1,2,9,1,2,1,9,9,1,1,1,1,1,1,9,1,1,2,2,1,9,9,9,1,2,2,1,1,2,9,2,2,1,9,9,1,1,2,1,1,9,9,9,2,1,2,2,1,9,9,1,2,2,9,9,9,1,1,1,9,1,2,2,2,1,1,9,9,9,9,9,9,9,9,2,2,1,1,9,9,2,2,1,9,9,1,9,1,9,1,1,9,1,9,2,9,9
350,L'ASSOMPTION--MONTCALM,Quebec,1914 - 1933,17,1930.07.28,647,2ff96afc-2249-42e1-9fc3-90e92c1d91e0,"SEGUIN, Paul-Arthur",6568,0.5855,Liberal Party of Canada,Notary,,1,7,,,,,,,,,,,,,1,1,2,1,2,9,9,1,1,9,9,1,9,9,1,1,1,9,2,9,9,2,1,2,2,9,9,9,2,1,9,9,9,9,9,9,9,1,9,9,2,2,9,9,9,9,9,2,1,2,1,1,2,9,9,2,1,2,9,9,2,2,1,2,2,2,2,9,2,2,1,1,9,2,9,2,9,1,2,2,2,9,2,1,2,9,9,1,9,1,2,2,9,9,2,9,9,9,9,9,9,9,9,9,1,9,9,9,2,2,9,9,2,2,2,1,2,9,2,2,9,9,1,9,9,9,1,1,9,2,9,1,2,1,2,1,9,9,2,9,9,2,2,9,2,1,1,1,9
544,PERTH NORTH,Ontario,1867 - 1933,17,1930.07.28,660,314b09ca-4429-41de-ac6c-a6c360fc243b,"WRIGHT, David M.",8726,0.5264,Conservative (1867-1942),Industrialist,,0,2,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,9,9,9,2,2,1,9,1,2,2,2,2,1,9,9,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,9,9,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,9,9,9,9,9,1,1,1,1,1,2,9,2,2,1,1,9,1,2,2,2,1,1,1,1,1,1,9,9,1,2,1,1,9,9,9,9,2,2,1,9,2,9,9,1,9,1,2,2,1,9,1,1,9,1,1,1,1,1,1,1,2,2,9
1269,THREE RIVERS--ST. MAURICE,Quebec,1924 - 1933,17,1931.08.10,687,329838e7-5b1b-4bdf-8848-8c65460e8140,"BOURGEOIS, Charles",13539,0.5007,Conservative (1867-1942),Lawyer,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,2,1,2,2,1,1,1,9,1,9,2,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,9,1,1,1,1,1,9,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,9,1,1,1,2,1,9,1,1,1,9,1,2,2,9,1,2,1,2,2,2,1,1,9,1,1,1,1,2,2,9,9,1,9,1,9,9,2,9,9,2,2,2,1,1,2,1,2,2,1,2,9,1,2,1,1,9,9,9,9,1,2,2,1
1235,ATHABASKA,Alberta,1924 - 1966,17,1930.07.28-1931.11.27,720,3497e3f6-34c9-4fce-99a0-a40b770268f3,"BUCKLEY, John Francis",5504,0.4621,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,United States,Died in office: 1931.11.27,,,1,1,2,1,2,1,9,1,1,2,9,9,9,9,1,1,1,9,9,9,9,2,1,2,2,1,9,1,2,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
266,HALTON,Ontario,1867 - 1987,17,1930.07.28,744,3624878e-997f-42b3-9c67-995f7259584c,"ANDERSON, Robert King",6976,0.5458,Conservative (1867-1942),"Physician, teacher",,0,5,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,9,2,2,9,2,2,1,9,9,9,9,2,2,9,9,2,9,2,1,9,9,9,9,9,9,2,9,2,2,9,1,1,9,9,9,2,9,9,9,9,2,2,1,9,9,1,2,1,9,9,9,1,1,1,1,1,9,9,1,2,9,9,9,1,9,1,2,2,9,9,9,1,2,9,9,9,9,1,1,2,1,1,1,1,9,2,1,2,9,9,1,9,9,9,2,2,1,1,9,1,9,9,1,2,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,2,9,9,9,1,9,9,9,9,1,1,9,9,9
283,HASTINGS--PETERBOROUGH,Ontario,1924 - 1952,17,1930.07.28,747,368ca079-0e87-47f0-bcbe-47c0c5c90dce,"EMBURY, Alexander Thomas",6993,0.6999,Conservative (1867-1942),Physician,,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,9,9,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,2,1,9,9,9,2,2,9,1,1,2,9,2,2,1,2,2,1,2,9,9,9,9,1,2,1,9,2,1,1,1,1,1,1,1,1,9,2,2,1,9,1,1,1,9,9,9,1,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,1,9,9,2,2,2,1,1,1,1,9,1,1,2,9,9,9,9,1,9,9,9,2,2,9,9,2,2,1,9,9,1,2,2,1,2,9,9,9,9,9,1,1,9,1,9,9,2,1
605,RESTIGOUCHE--MADAWASKA,New Brunswick,1914 - 1966,17,1933.10.23,754,3732c068-0f11-4bf0-8e5a-e3c170a5934a,"MICHAUD, Joseph Enoil",11958,0.6109,Liberal Party of Canada,"Barrister, notary",,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,9,2,9,9,9,1,1,9,9,2,9,9,9,9,9,9,2,9,9,1,2,2,9,9,9,9,1,9,1,9,9,2,9,1,9,9,9,9,2,9,9,9,2,2,9,9,9,9,9,9,2
858,YUKON,Yukon,1902 - 1947,17,1930.07.28,755,3738c10d-d188-441d-ad40-3689553b373a,"BLACK, George",846,0.603,Conservative (1867-1942),"Barrister, lawyer",,0,4,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
791,WATERLOO SOUTH,Ontario,1867 - 1966,17,1930.07.28,761,37ffe576-bd7c-473c-af0b-328099234a8c,"EDWARDS, Alexander McKay",8999,0.6451,Conservative (1867-1942),"Manufacturer, pharmacist",,0,3,,,,,,,,,,,,,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,2,1,1,2,9,9,1,2,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,2,2,1,9,2,9,9,9,1,2,1,2,9,1,1,1,1,1,1,1,9,9,2,2,1,9,9,9,1,9,9,1,9,9,9,2,2,1,1,9,9,9,9,9,1,1,1,9,9,9,9,2,9,9,9,9,9,2,2,1,9,9,1,9,9,1,2,1,2,9,9,1,1,9,9,9,9,9,9,9,9,1,1,9,9,2,2,1,2,9,1,9,1,1,9,9,9,1,1,9,2,1
630,ST. ANTOINE,Quebec,1892 - 1933,17,1930.07.28,768,3850751d-297f-4e2c-9a59-3e144a3e1783,"BELL, Leslie Gordon",7192,0.5811,Conservative (1867-1942),Lawyer,,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,1,9,9,9,9,2,9,9,9,1,9,9,9,9,1,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9
304,HURON SOUTH,Ontario,1867 - 1933,17,1930.07.28-1932.06.07,774,38cceb1c-80d8-43a5-8f9d-6d8b97e0989e,"MCMILLAN, Thomas",6176,0.5145,Liberal Party of Canada,Farmer,,0,3,,,,,,,,,,Died in office: 1932.06.07,,,2,1,2,1,2,9,2,1,1,2,1,1,1,2,1,1,9,1,9,9,9,2,1,2,2,1,2,1,2,9,9,9,9,2,9,9,2,1,1,2,2,2,1,2,9,9,9,2,1,2,1,1,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
275,HANTS--KINGS,Nova Scotia,1924 - 1933,17,1930.07.28,789,396d7d47-d79c-4aea-bf33-18c3e7b199e3,"ILSLEY, James Lorimer",11059,0.5265,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,9,9,2,1,2,1,9,1,1,2,9,9,9,9,9,1,2,9,9,9,9,2,1,2,9,9,9,9,2,1,9,2,1,2,9,1,2,1,1,9,9,9,9,9,1,1,2,2,1,2,9,1,9,9,9,1,9,1,9,9,1,9,9,9,9,9,9,9,2,2,9,2,2,2,2,9,9,1,2,2,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,1,2,9,9,2,9,1,1,9,1,9,9,9,9,9,9,1,9,2,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,2,9,9,2,1,2,9,2,2,9,9,2,9,2,9,9,9,9,9,9
593,RED DEER,Alberta,1907 - ,17,1930.07.28,834,3cd49ad9-d55c-4fbe-b68e-e250641d1448,"SPEAKMAN, Alfred",6256,0.5778,United Farmers of Alberta,Farmer,,0,4,,,,,,,,,Scotland,,,,1,2,1,9,9,1,2,1,2,2,9,1,9,2,2,2,1,9,2,9,9,1,2,2,1,1,1,2,2,1,2,9,1,2,1,1,1,1,1,1,1,2,1,9,9,2,2,1,2,2,1,1,2,1,9,2,1,1,1,9,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,9,1,1,1,2,9,1,2,2,1,9,9,2,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,1,9,2,1,1,1,2,1,1,2,1,9,9,2,1,1,1,9,1,1,1,1,2,1,2,2,2,1,2,9,2,2,1,1,9,1,1,2,9,9
80,BRUCE NORTH,Ontario,1867 - 1933,17,1930.07.18,852,3e478f06-ec31-4aa2-afb1-2c41dbd6f925,"MALCOLM, Hon. James",5620,0.5034,Liberal Party of Canada,Industrialist,,0,4,,,,,,,,,,,,,9,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,2,2,9,9,9,9,2,9,2,2,9,9,2,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
613,RICHMOND--WOLFE,Quebec,1867 - 1966,17,1930.07.28,865,3ecb4d27-e67c-4b62-a48a-b5673de6349d,"LAFLECHE, Joseph-Francois",9025,0.5342,Conservative (1867-1942),Physician,,1,1,,,,,,,,,,,,,2,2,2,2,1,9,9,2,2,1,9,9,2,9,2,1,1,9,9,9,9,9,9,9,9,2,9,2,1,2,9,9,9,9,9,9,1,1,9,1,1,1,2,9,9,9,9,2,2,1,9,2,1,2,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,1,1,1,9,1,9,2,1,1,2,9,2,2,1,9,9,9,9,9,9,9,9,1,9,9,1,2,9,2,9,9,9,9,2,9,9,1,1,1,9,9,1,9,2,2,1,1,1,9,9,9,2,9,9,9,9,2,9,9,9,9,2,2,1,9,9,9,9,1,1,9,9,9,1,9,2,2,9
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,17,1930.07.28,869,3f276ebe-4711-45a6-81d1-a2e1d3baf4ae,"MCDADE, George Manning",8095,0.5895,Conservative (1867-1942),"Barrister, journalist",,0,1,,,,,,,,,,,,,2,9,2,2,1,9,9,2,2,1,9,9,9,1,2,9,9,9,1,9,9,2,2,1,1,9,9,9,1,9,9,9,9,9,9,9,9,2,2,1,1,1,2,9,9,9,9,2,9,9,9,9,9,9,9,1,2,1,2,9,9,9,9,9,9,9,1,9,2,9,9,1,1,1,1,1,2,2,1,1,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,2,9,2,9,1,1,1,2,9,2,9,9,9,2,2,1,1,9,1,2,2,1,9,9,9,9,9,1,9,1,9,9,9,9,9,9
545,PERTH SOUTH,Ontario,1867 - 1933,17,1930.07.28,871,3f352a5f-24ea-483a-8a69-c81fe4b99ab9,"SANDERSON, Frederick George",5063,0.5381,Liberal Party of Canada,"Agent, farmer, manufacturer",,0,3,,,,,,,,,,,,,1,1,2,1,2,1,2,9,9,9,1,1,1,2,1,1,1,9,9,1,1,2,1,2,2,1,2,1,2,1,1,9,9,1,9,1,2,1,1,2,2,2,1,2,9,9,2,2,1,2,1,1,1,9,9,2,1,2,9,9,9,2,1,2,2,2,2,9,9,2,1,2,2,2,2,9,9,9,2,2,1,9,9,9,9,1,2,9,9,9,2,2,2,2,9,9,2,1,1,9,9,9,9,1,1,9,9,2,9,9,2,1,2,2,1,9,2,1,2,2,9,9,9,9,1,9,9,9,1,2,9,9,9,9,9,1,2,9,2,2,2,9,9,9,9,1,9,9,2
169,DAUPHIN,Manitoba,1903 - 1983,17,1930.07.28,880,3fddce78-a3bf-4f9e-ac82-5d3e933992f9,"BOWMAN, James Langstaff",7083,0.5254,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,9,2,2,2,1,9,1,2,2,1,2,2,2,1,2,2,9,9,1,2,2,2,2,1,9,2,1,9,1,2,9,1,2,1,1,2,1,9,2,1,1,1,9,1,2,2,9,2,2,1,2,2,1,9,2,1,2,1,2,2,1,1,9,1,1,9,9,9,2,2,2,1,1,1,1,1,9,2,9,1,2,1,2,2,1,9,1,1,9,9,1,1,9,1,9,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,9,9,2,1,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
417,MAISONNEUVE,Quebec,1892 - 1933,17,1930.07.28-1932.01.16,929,439c98b7-9195-4068-acf3-b8d0e206f912,"ROBITAILLE, Clement",18894,0.5598,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,Died in office: 1932.01.16,,,1,9,2,1,2,9,9,1,1,2,9,1,9,2,1,1,1,9,9,1,1,9,9,9,2,9,9,9,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,17,1930.07.28,937,441e220e-1526-47d2-9b2f-ab5619ae3aac,"DUFF, William",6370,0.5229,Liberal Party of Canada,"Fish merchant, merchant, shipowner",,0,5,,,,,,,,,,,,,1,1,2,1,2,9,2,1,1,2,1,9,9,9,1,9,9,1,2,1,1,9,9,9,2,1,9,9,2,9,9,2,1,9,9,1,2,2,1,9,9,9,9,9,9,1,9,9,1,2,1,2,9,9,9,1,1,2,2,1,2,2,2,2,2,2,9,9,9,2,1,2,2,2,9,9,9,1,2,2,9,9,2,1,2,2,9,9,2,9,2,2,9,9,9,2,9,1,9,2,2,1,2,9,1,1,2,2,2,2,2,1,2,2,9,1,2,9,2,9,9,9,1,2,1,2,9,9,9,2,1,9,2,1,2,9,2,2,2,1,2,2,2,9,2,9,1,1,2
18,ARGENTEUIL,Quebec,1867 - 1947,17,1930.07.28,938,4430053b-1f47-481d-9354-7a7535f63be9,"PERLEY, Sir George Halsey",4709,0.5445,Conservative (1867-1942),Lumber merchant,,0,6,,1,,,,,,,United States,,,,9,9,2,2,1,2,1,2,2,1,9,9,9,9,9,9,9,2,1,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,1,1,1,1,1,9,9,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,2,1,9,2,9,9,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,2,9,1,9,2,2,9,1,9,1,2,2,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9
325,KENORA--RAINY RIVER,Ontario,1924 - 2003,17,1934.09.24,983,47369e53-d026-42ef-b8bb-97010087a47b,"MCKINNON, Hugh Bathgate",8618,0.7784,Liberal Party of Canada,Locomotive engineer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,9,1,1,9,2,9,1,2,1,2,1,2,2,2,2,2,9,9,2,2,1,1,1,2
443,MIDDLESEX WEST,Ontario,1867 - 1966,17,1930.07.28,985,477fcb57-55d6-4cb8-a32d-6872b0a608bd,"ELLIOTT, Hon. John Campbell",6329,0.5667,Liberal Party of Canada,"Lawyer, solicitor",,0,3,,,,,,,,,,,,,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,1,2,2,1,9,9,2,1,9,9,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,2,1,2,9,1,9,9,9,9,1,2,9,9,2,2,1,2,2,2,2,9,9,9,9,2,9,9,9,2,9,9,2,9,9,9,2,1,2,1,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,2,9,9,2,2,1,1,9,9,2,2,9,9,9,9,9,9,9,9,1,2,9,9,2,1,2,1,9,2,1,2,2,9,9,9,2,1,9,1,2
816,WILLOW BUNCH,Saskatchewan,1924 - 1933,17,1930.07.28,986,47969277-16b5-4c4d-8952-7027b8806eb1,"DONNELLY, Thomas F.",9730,0.5197,Liberal Party of Canada,"Physician, principal, teacher",,0,3,,,,,,,,,,,,,9,9,9,9,2,1,2,1,1,2,2,9,9,9,9,9,1,1,2,1,9,9,9,9,2,1,2,1,2,1,9,2,1,9,9,1,2,2,1,9,9,9,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,9,1,2,9,9,9,9,9,2,9,2,2,1,9,2,2,9,2,9,1,2,9,9,9,2,1,2,9,9,9,2,1,2,2,9,9,9,9,9,9,9,9,9,1,2,9,1,1,2,9,2,9,2,1,2,2,2,9,9,9,2,2,9,9,1,9,9,9,1,1,9,2,1,1,2,1,2,1,2,9,1,9,9,9,9,9,9,9,1,1,2
269,HAMILTON EAST,Ontario,1903 - 2003,17,1931.08.10,1004,48fe0415-1454-43d8-a242-1562dedacc97,"MITCHELL, Humphrey",10919,0.5842,Labour,"Machine operator, union officer",,0,1,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,9,9,1,2,1,1,2,2,2,1,9,9,1,2,1,1,2,9,1,9,9,1,2,1,2,9,9,9,9,9,9,9,9,9,2,1,1,2,2,9,2,9,2,9,1,2,9,1,2,1,2,2,2,9,2,2,1,1,2,2,1,9,1,2,1,1,9,2,9,9,2,1,9,9,2,1,1,9,9,1,1,2,2,1,1,2,2,9,9,2,9,1,9,9,1,9,2,9,2,1,1,2,9,9,9,2,2,2,1,9,1,9,9,2,9,9
833,YALE,British Columbia,1914 - 1952,17,1930.07.28,1025,4aa810f9-1c2b-42a6-95c4-d4e382d264a1,"STIRLING, Grote",8447,0.6325,Conservative (1867-1942),"Civil engineer, fruit grower",,0,4,,1,,,,,,,England,,,,2,2,2,2,9,2,9,2,2,1,9,9,9,9,2,2,1,2,1,2,9,2,2,1,1,2,1,2,9,9,9,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,9,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,9,2,2,1,1,2,1,2,2,1,9,1,1,9,1,9,1,1,9,1,1,2,2,1
