Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H03S1V001,H03S1V002,H03S1V003,H03S1V004,H03S1V005,H03S1V006,H03S1V007,H03S1V008,H03S1V009,H03S2V001,H03S2V002,H03S2V003,H03S2V004,H03S2V005,H03S2V006,H03S2V007,H03S2V008,H03S2V009,H03S2V010,H03S2V011,H03S2V012,H03S2V013,H03S2V014,H03S2V015,H03S2V016,H03S2V017,H03S2V018,H03S2V019,H03S2V020,H03S2V021,H03S2V022,H03S2V023,H03S2V024,H03S2V025,H03S2V026,H03S2V027,H03S2V028,H03S2V029,H03S2V030,H03S2V031,H03S2V032,H03S2V033,H03S2V034,H03S2V035,H03S3V001,H03S3V002,H03S3V003,H03S3V004,H03S3V005,H03S3V006,H03S3V007,H03S3V008,H03S3V009,H03S3V010,H03S3V011,H03S3V012,H03S3V013,H03S4V001,H03S4V002,H03S4V003,H03S4V004,H03S4V005,H03S4V006,H03S4V007,H03S4V008,H03S4V009,H03S4V010,H03S4V011,H03S4V012,H03S4V013,H03S4V014,H03S4V015,H03S4V016,H03S4V017,H03S4V018,H03S4V019,H03S4V020,H03S4V021,H03S4V022,H03S4V023,H03S4V024,H03S4V025,H03S4V026,H03S4V027,H03S4V028,H03S4V029,H03S4V030,H03S4V031,H03S4V032,H03S4V033,H03S4V034,H03S4V035,H03S4V036,H03S5V001,H03S5V002,H03S5V003,H03S5V004,H03S5V005,H03S5V006,H03S5V007,H03S5V008,H03S5V009,H03S5V010,H03S5V011,H03S5V012,H03S5V013,H03S5V014,H03S5V015,H03S5V016,H03S5V017,H03S5V018,H03S5V019,H03S5V020,H03S5V021,H03S5V022,H03S5V023,H03S5V024,H03S5V025,H03S5V026,H03S5V027,H03S5V028,H03S5V029,H03S5V030,H03S5V031,H03S5V032,H03S5V033,H03S5V034
383,LAVAL,Quebec,1867 - 1914,3,1874.01.22,811,3b439282-558f-41b7-8ca0-55b642ce12a9,"OUIMET, Joseph-Alderic",accl.,,Liberal-Conservative,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,1,1,1,9,9,1,2,2,2,2,2,1,2,2,2,2,9,9,9,9,9,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,9,1,2,2,9,1,1,2,2,1,9,1,1,1,9,2,1,1,9,9,9,9,2,2,1,1,2,2,2,2,9,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,9,9,9,9,2,1,9,9,2,2,2,9,1,2,1,1,2,1,2,1,2,1,9,1,1,9,9,2,1,9,9,1,9,9,1,1,2,1
51,BONAVENTURE,Quebec,1867 - 1971,3,1874.01.22,813,3b58dc20-16d2-4716-bfaf-7753140df5c8,"ROBITAILLE, Hon. Theodore",1063,0.5889,Conservative (1867-1942),Physician,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,2,9,1,1,1,9,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,9,9,9,9,1,1,2,2,2,1,9,2,9,9,9,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,9,1,2,2,2,1,1,2,2,2,2,9,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,2,2,1,1,1,2,2,9,2,9,2,2,1,2,1,2,1,2,2,2,1,1,2,9,9,9,9,9,9,9,9,1,1,1,1
566,PRINCE COUNTY,Prince Edward Island,1873 - 1892,3,1874.01.22,833,3cc08a0d-b6a3-40fa-9b80-99402795a735,"YEO, James",2188,0.4378,Liberal Party of Canada,"Merchant, shipbuilder, shipowner",Protestant,0,2,,,,,,,,,,,,,2,1,2,9,9,9,9,9,9,9,9,2,1,1,1,2,1,1,1,9,2,2,2,1,1,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,2,2,2,2,9,9,9,9,1,2,2,1,9,2,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,9,9,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9
172,DIGBY,Nova Scotia,1867 - 1914,3,1874.10.26-1877.12.31 ,836,3d6fe516-8214-402a-b04c-918b0ad9d2b5,"VAIL, William Berrian",932,0.5869,Liberal Party of Canada,Businessman,Protestant,0,1,,1,,,,,,,,Resignation. Contravened conflict of interest rules by being a stockholder in a company which had performed printing and advertising services for the Government: 1877.12.31,,,99,99,99,99,99,99,99,99,99,2,1,2,1,1,9,2,1,1,1,9,2,2,9,9,1,2,2,2,9,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,9,2,2,2,2,2,1,2,2,1,2,2,9,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,9,9,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
475,NAPIERVILLE,Quebec,1867 - 1892,3,1874.08.04- and 1875.06.19,846,3dfa9c80-ac2d-485b-a6f6-1d9ec1b43c52,"COUPAL, DIT LA REINE, Sixte",618,0.5037,Liberal Party of Canada,Farmer,Fr.Catholic,1,2,,,,,,,,,,Unseated on petition: „,,,99,99,99,99,99,99,99,99,99,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,9,2,2,2,2,2,2,2,2,2,1,1,1,9,9,2,2,2,2,1,1,2,2,1,9,1,1,1,1,2,1,1,2,2,9,9,9,1,1,9,9,2,2,2,2,2,2,2,1,2,1,2,1,2,1,9,2,9,9,1,2,2,2,1,9,2,1,2,2,1,9
390,LEEDS SOUTH,Ontario,1867 - 1903,3,1874.01.22,858,3e798002-aa42-4f8b-9f88-8040d9a2c0c0,"JONES, David Ford",1602,0.5005,Conservative (1867-1942),Manufacturer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,1,1,9,1,1,2,2,1,2,1,9,1,2,2,2,2,1,1,1,2,2,2,9,9,1,1,2,9,1,1,2,1,1,9,9,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,9,1,2,9,9,1,1,2,9,9,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,9,1,1,2,9,9,9,2,1,1,1,2,9,1,9,1,9,2,1,1,1,2,1,9,2,9,1,1,9,1,2,1,1,1,1,1,2,1,1,2,1
349,L'ASSOMPTION,Quebec,1867 - 1914,3,1874.01.22- and 1875.01.16,866,3ed7c287-1d71-41fd-94ef-70bd79df62a6,"HURTEAU, Hilaire",879,0.518,Liberal-Conservative,Notary,Fr.Catholic,1,1,,,,,,,,,,Unseated on petition: „,,,1,1,2,1,1,1,1,9,9,1,2,2,2,2,9,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,9,1,2,9,1,1,2,2,1,1,2,1,9,2,1,1,1,1,2,1,1,1,1,1,9,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,9,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,9,9,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,9,9,2,9,9,9,9,9,2,1,1,2,1
335,KING'S,New Brunswick,1867 - 1903,3,1874.01.22,868,3ef5184c-f4a0-43fc-8f0c-803b89c5e5ce,"DOMVILLE, James",1651,0.5431,Conservative (1867-1942),"Merchant, shipbuilder",Protestant,0,2,,,,,,,,,"Belize, British Honduras",,,,2,2,1,9,9,9,9,9,9,2,2,1,2,1,2,1,2,9,9,9,1,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,1,9,1,1,9,9,9,9,2,1,1,1,9,1,9,2,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,1,1,2,1,2,2,9,1,9,9,9,9,1,2,9,9,9,9,2,1,2,2,2,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9
425,MASKINONGE,Quebec,1867 - 1924,3,1874.01.22,877,3f8522cd-f5e4-4f07-9fb4-55cd28e28069,"BOYER, Louis-Alphonse",764,0.5573,Liberal Party of Canada,"Businessman, lumber merchant",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,9,9,9,1,9,2,2,1,2,1,1,9,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,2,9,2,2,1,1,2,9,1,9,9,9,9,2,9,9,2,2,2,1,2,2,2,9,2,2,2,9,2,2,2,2,2,2,9,2,2,1,2,9,9,9,9,9,1,2,9,9,9,9,1,9,2,2,9,2,2,2,1,2,2,2,9,2,9,2,2,9,9,9,9,9,9,1,2,2,1,2
74,BROCKVILLE,Ontario,1867 - 1914,3,1874.01.22,882,3ffbd35a-fd46-4fb7-9bda-674a0645b48e,"BUELL, Jacob Dockstader",910,0.5118,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,2,2,1,2,1,2,1,9,9,9,9,2,1,1,1,1,2,2,2,1,1,2,2,2,9,2,2,9,2,2,1,2,2,2,2,1,2,9,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,9,2,1,9,1,2,2,1,9,1,1,9,9,9,2,2,2,2,2,2,2,2,9,2,2,9,2,2,1,9,9,9,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,9,2,2,1,2
339,KINGS,Nova Scotia,1867 - 1924,3,1874.01.22,894,40fc41ed-f3f0-41b5-bb07-da9a6af9d52f,"BORDEN, Frederick W.",1043,0.5246,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,1,9,9,2,1,2,1,1,2,2,2,2,9,1,2,2,9,9,1,2,2,2,9,9,2,2,9,2,1,2,2,2,2,1,9,9,9,9,2,1,2,2,2,2,2,2,2,2,1,2,9,1,2,2,1,1,9,1,9,1,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,9,9,9,9,1,2,9,9,9,1,1,9,2,1,1,2,2,2,1,2,9,2,1,2,9,9,2,2,2,2,2,2,9,9,2,2,1,2
475,NAPIERVILLE,Quebec,1867 - 1892,3,1874.01.22-1874.05.31,905,41d61c0c-644b-407a-8a4a-d9239f724c0a,"DORION, Hon. Antoine-Aime",731,0.5742,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,1,,,,,,,,"Resignation. Appointed Chief Justice of the Court of Queen's Bench, Quebec: 1874.05.31",,,2,1,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
501,NORTHUMBERLAND WEST,Ontario,1867 - 1914,3,1874.01.22- and 1874.11.17,914,429f5b5e-02ab-4952-92c9-33bdaed67fa0,"KERR, William",1336,0.5473,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Unseated on petition: „,,,2,2,1,2,2,2,1,9,1,2,1,2,1,1,9,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,9,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,2,1,2,1,1,1,2,2,2,1,1,9,9,9,9,9,9,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,3,1877.10.27,919,42d90064-bf76-4247-932c-336ac6312acd,"BOURBEAU, Desire-Olivier",1902,0.5029,Conservative (1867-1942),Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,1,9,9,2,2,1,2,2,1,2,1,2,2,9,9,2,1,1,2,9,1,1,9,9,9,1,2,1,1,1,1
580,QUEBEC-CENTRE,Quebec,1867 - 1914,3,1874.01.22-1875.10.08 and 1875.12.27-1877.10.22,924,434c4d91-ad58-4209-a7c2-8c2893b877c6,"CAUCHON, Hon. Joseph",accl.,,Liberal Party of Canada,"Author, editor, journalist, lawyer",Fr.Catholic,1,3,,1,,,,,,,,Resignation. Appointed President of the Privy Council: 1875.10.08 and Resignation. Appointed Lieutenant-Governor of Manitoba: 1877.10.22,,,1,1,2,2,2,2,9,9,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,9,9,2,2,1,2,1,2,2,2,1,2,2,9,2,2,2,2,9,1,2,2,1,2,2,9,2,2,2,2,2,2,2,1,9,2,2,9,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,9,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
519,OTTAWA (COUNTY OF),Quebec,,3,1874.01.22,935,43efe715-5820-420c-aa28-3a892736d9f5,"WRIGHT, Alonzo",2569,0.782,Liberal-Conservative,Farmer,Catholic,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,1,2,2,2,2,2,2,1,2,2,2,9,9,1,1,1,9,2,1,2,9,9,9,2,2,1,1,1,1,9,2,1,1,1,1,2,1,9,1,2,1,9,9,1,1,2,2,2,9,9,9,1,1,2,9,9,2,9,1,1,1,1,1,1,1,2,1,9,2,1,1,2,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,9,9,9,2,9,1,1,9,9,9,1,1,9,9,9,1,9,9,9,9,9,9,2,1,9
107,CAPE BRETON,Nova Scotia,1867 - 1903,3,1874.01.22,936,44013450-2c4b-4911-8c72-8531c19f2bc4,"MCDONALD, William",1251,0.3579,Conservative (1867-1942),"Merchant, postmaster",Catholic,0,2,,,,,,,,,,,,,1,1,2,9,1,1,9,9,2,9,9,2,2,9,2,1,2,2,2,2,1,1,1,9,2,2,2,1,9,9,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,9,9,2,1,1,2,1,9,9,9,1,9,2,2,1,2,2,2,1,1,2,2,9,2,2,1,1,1,1,1,1,2,1,1,1,9,1,1,2,1,1,1,9,2,2,9,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,9,1,1,1,1,1,9,1,9,1,1,2,1
81,BRUCE SOUTH,Ontario,1867 - 1882,3,1874.01.22-1875.05.18 and 1875.06.02,943,44706e27-27f3-4d7d-b8cd-491fd91cdb5a,"BLAKE, Hon. Edward",2312,0.5373,Liberal Party of Canada,Lawyer,Protestant,0,3,,1,,,,,,,,Resignation. Appointed Minister of Justice and Attorney General: 1875.05.18,,,2,2,1,2,2,2,2,2,9,2,1,2,1,1,1,2,1,1,1,9,2,2,9,9,9,2,2,2,2,1,2,2,1,1,2,2,9,2,2,1,2,2,2,9,2,1,2,2,2,2,2,2,2,2,1,2,9,1,2,2,1,1,2,1,9,1,9,9,9,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,9,9,9,9,9,1,1,9,9,9,9,9,1,9,9,9,9,9,2,2,1,2,1,2,9,9,1,9,2,2,2,2,9,2,2,1,9,9,9,2
479,NEW WESTMINSTER,British Columbia,1872 - 1976,3,1874.01.22-1878.01.22,959,451fa6d1-7780-474f-ac64-75aa9d095485,"CUNNINGHAM, James",162,0.5329,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,Ireland,Resignation: 1878.01.22,,,2,2,1,1,2,1,1,9,2,2,1,2,1,1,9,9,9,9,9,9,9,9,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,9,1,9,2,2,9,2,2,9,2,2,2,2,9,9,9,9,1,2,2,9,1,2,9,9,1,2,2,1,1,9,1,2,9,9,9,2,2,2,2,2,2,2,1,2,2,9,2,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
777,VICTORIA,British Columbia,1872 - 1903,3,1874.01.22,960,45249e3b-088a-45e1-8779-567cfd1d1f4f,"DE COSMOS, Amor",308,0.3056,Liberal Party of Canada,"Newspaper editor, newspaper owner",Protestant,0,3,,,,,,,,,,,,,1,1,2,9,9,2,9,1,9,2,1,2,1,9,1,1,9,9,9,1,2,9,2,1,1,1,1,2,9,1,2,9,2,2,1,9,9,9,2,9,9,9,2,1,2,9,1,1,2,9,1,2,2,2,2,2,9,9,1,1,1,1,9,1,9,9,1,1,2,1,1,9,2,9,2,2,9,9,9,2,1,1,9,2,1,2,9,9,1,1,1,2,2,1,1,9,9,9,9,9,1,9,1,9,2,9,9,9,1,9,9,9,1,9,9,9,1,9,1,9,9,9,9,2,2,1,9
485,NICOLET,Quebec,1867 - 1933,3,1874.01.22-1877.10.30,966,4594d5a2-10b8-4bf5-a0bd-855c7ab4b25d,"GAUDET, Joseph",1290,0.5756,Conservative (1867-1942),Farmer,Fr.Catholic,1,3,,,,,,,,,,"Resignation. Appointed to the Legislative Council of Quebec, for Kennebec Division: 1877.10.30",,,1,1,2,1,1,1,1,9,9,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,9,1,2,2,1,1,1,1,2,1,1,1,1,1,1,9,1,1,9,2,1,2,2,2,1,1,2,9,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
690,SOULANGES,Quebec,1867 - 1914,3,1874.01.22,974,467676d5-2239-4cb6-b607-0b464b87a508,"LANTHIER, Jacques-Philippe",accl.,,Conservative (1867-1942),Store owner,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,2,1,2,2,9,2,1,2,2,2,2,2,1,2,2,2,2,9,9,1,2,2,2,2,1,1,1,2,9,1,1,2,2,1,2,2,2,9,1,9,1,2,2,1,1,1,2,9,1,1,1,1,9,9,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,9,9,1,1,2,1,1,1,1
172,DIGBY,Nova Scotia,1867 - 1914,3,1874.01.22-1974.09.24,992,47fdc565-c857-4012-9aec-df7aeedd860d,"OAKES, E.R.",1168,0.6492,Liberal-Conservative,Merchant,Protestant,0,1,,,,,,,,,,Resignation. Appointed to the Legislative Council of Nova Scotia : 1874.09.24,,,2,2,1,1,2,2,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
316,JOLIETTE,Quebec,1867 - 1933,3,1874.01.22- and 1874.12.10,995,48141e6c-8fe0-473c-97dd-1102256bc345,"BABY, Louis Francois Georges",924,0.5125,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,,,,,,,,,Unseated on petition: „,,,1,1,2,1,1,1,1,9,1,1,2,2,2,2,2,1,2,2,2,2,9,9,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,9,1,2,2,1,1,1,9,2,1,1,1,1,9,1,2,1,1,9,9,1,2,2,2,1,1,2,2,2,2,9,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,9,9,2,9,1,2,9,1,2,1,2,1,2,2,2,1,1,2,1,2,9,9,9,9,9,9,1,1,1,1
491,NORFOLK SOUTH,Ontario,1867 - 1903,3,1874.12.16,1001,48ed4c38-c032-4835-b936-8d7a77fe83c1,"WALLACE, William",1402,0.5299,Conservative (1867-1942),"Editor, journalist",Protestant,0,2,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,2,2,1,2,1,2,1,2,2,2,2,1,1,9,9,9,2,1,1,1,1,2,1,1,1,2,1,1,1,9,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,9,9,2,9,9,9,1,2,2,2,2,2,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,9,9,2,1,1,1,9,2,2,9,1,9,2,1,1,1,2,1,9,1,9,1,1,9,1,1,1,1,1,1,2,2,1,1,2,1
123,CARLETON,Ontario,1867 - 1966,3,1874.01.22,1014,49a58660-ca8c-45a2-a695-9dedf7e70416,"ROCHESTER,",870,0.4708,Conservative (1867-1942),Lumber merchant,Protestant,0,2,,,,,,,,,United States,,,,2,2,1,1,9,9,9,9,9,2,2,1,1,1,9,1,2,2,2,9,2,2,2,1,1,9,1,1,1,1,9,2,9,9,9,2,2,9,2,9,9,1,1,9,2,2,9,1,9,9,9,1,1,1,1,1,2,9,1,1,9,1,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,2,1,1,1,2,1,1,2,1,1,9,1,2,2,2,1,1,1,9,9,2,1,9,1,2,1,1,1,2,1,9,2,9,1,1,9,1,9,1,1,1,1,9,2,1,1,1,9
66,BRANT SOUTH,Ontario,1867 - 1903,3,1874.01.22,1033,4c0343e7-af09-409c-8b15-82597243d468,"PATERSON, William",1463,0.5894,Liberal Party of Canada,Confectioner,Protestant,0,2,,,,,,,,,,,,,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,9,2,2,1,2,1,2,2,2,1,2,2,9,2,2,2,2,2,1,2,2,1,2,2,9,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,9,9,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2
127,CHAMBLY,Quebec,1867 - 1893,3,1876.01.07,1042,4cd5a297-882b-436d-91fd-d78c31786817,"BENOIT, Pierre-Basile",913,0.5447,Conservative (1867-1942),Farmer,Fr.Catholic,1,3,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,1,1,1,1,2,1,1,1,1,1,1,2,1,1,9,2,1,2,2,2,1,1,2,9,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,9,1,1,2,1,2,1,9,9,1,1,2,1,1,1,1
567,PRINCE EDWARD,Ontario,1867 - 1903,3,1874.01.22,1056,4d93476b-c3d9-4dbc-88ad-5f55dc0ee5e1,"ROSS, Walter",1775,0.5184,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,Scotland,,,,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,9,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,9,2,2,2,2,1,2,2,1,2,9,9,2,2,2,9,9,9,9,2,2,2,2,1,9,2,1,1,1,2,2,1,1,1,1,9,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,9,1,2,1,1,9,2,2,1,2,1,1,1,9,9,9,2,2,2,2,2,2,9,9,9,9,9,9
323,KAMOURASKA,Quebec,1867 - 1976,3,1877.02.19,1069,4ebd0ce9-31d5-4f89-86ea-45ec48f6be86,"ROY, Charles-Francois",accl.,,Conservative (1867-1942),"Civil engineer, land surveyor",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,9,9,9,9,9,2,1,1,2,2,9,9,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,9,9,2,2,2,9,9,2,2,1,2,1,2,2,2,2,9,1,1,2,9,9,9,9,9,1,9,2,1,1,2,1
784,VICTORIA SOUTH,Ontario,1867 - 1903,3,1874.01.22,1122,53232184-e7f9-4a53-a58b-d09ea7f2181a,"MCQUADE, Arthur",1292,0.5137,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,Ireland,,,,2,2,1,1,9,1,1,9,1,2,2,1,1,1,2,1,2,2,2,9,1,1,1,2,1,9,1,1,1,2,1,1,1,1,2,9,1,1,1,2,9,2,1,9,2,2,1,9,9,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,9,9,2,9,1,9,2,9,1,1,2,1,9,9,9,1,1,9,1,1,1,1,1,1,9,2,1,1,2,1
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,3,1874.01.22,1125,5350e5c0-3679-448f-825f-521909aaa2cd,"DAVIES, Daniel",1704,0.3603,Conservative (1867-1942),"Merchant, shipbuilder",Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,2,1,1,9,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,9,2,1,2,2,2,2,2,2,2,2,1,9,9,1,2,1,1,1,2,1,9,9,2,2,1,1,9,9,2,2,2,2,2,2,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,1,1,2,1,1,2,2,2,1,2,1,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9
