Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H13S1V001,H13S1V002,H13S1V003,H13S1V004,H13S1V005,H13S1V006,H13S1V007,H13S1V008,H13S1V009,H13S1V010,H13S1V011,H13S1V012,H13S1V013,H13S2V001,H13S2V002,H13S2V003,H13S2V004,H13S2V005,H13S2V006,H13S2V007,H13S2V008,H13S2V009,H13S2V010,H13S2V011,H13S2V012,H13S2V013,H13S2V014,H13S2V015,H13S2V016,H13S2V017,H13S2V018,H13S3V001,H13S3V002,H13S3V003,H13S3V004,H13S3V005,H13S3V006,H13S3V007,H13S3V008,H13S3V009,H13S3V010,H13S3V011,H13S3V012,H13S3V013,H13S3V014,H13S3V015,H13S4V001,H13S4V002,H13S4V003,H13S4V004,H13S4V005,H13S4V006,H13S4V007,H13S4V008,H13S4V009,H13S4V010,H13S4V011,H13S4V012,H13S4V013,H13S5V001,H13S5V002,H13S5V003,H13S5V004,H13S5V005,H13S5V006,H13S5V007,H13S5V008,H13S5V009,H13S5V010,H13S5V011,H13S5V012,H13S5V013,H13S5V014
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,13,1917.12.17,1249,5b60befb-1520-4b48-99b0-c045cb7cdd80,"ELKIN, Stanley Edward",13594,0.3537,Unionist,Businessman,Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,9,9,9,2,1,1,2,9,9,2,1,2,2,2,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,2,9,9,9,9,9,9,9,2,2,2,9,9,9,2,2,9,2,9,9,9,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,13,1917.12.17,1271,5d2345c1-90f5-4e72-ac39-e83c1a77539f,"NICHOLSON, Donald",5435,0.2532,Unionist,Tobacco manufacturer,Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,9,9,2,9,1,1,9,9,2,9,1,9,9,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,9,1,2,2,9,9,9,9,9,2,9,2,9,2,2,2,2,1,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,2,2,9,2,9
186,DUNDAS,Ontario,1867 - 1924,13,1917.12.17,1282,5db645d0-41d3-40b5-a6cb-1250cf2aee10,"CASSELMAN, Orren D.",4236,0.6015,Unionist,Merchant,Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,9,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,9,2,1,9,2,1,9,9,9,9,2,1,2,1,9,9,2,2,2,2,2,2,2,2,9,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,9,2,2
339,KINGS,Nova Scotia,1867 - 1924,13,1917.12.17,1290,5e8a24b4-f155-4f3d-aacc-e6da13c93756,"BORDEN, Right Hon. Sir Robert Laird",3941,0.6096,Unionist,Lawyer,Protestant,0,6,,1,,,,,,,,,,,2,2,1,2,2,2,9,2,2,1,1,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,2,2,9,9,2,9,9,9,9,2,9,9,9,9,9,9
723,TERREBONNE,Quebec,1867 - 1996,13,1917.12.17,1313,5fe0a99b-215e-4a47-85c2-96d98e586cfc,"PREVOST, Jules-Edouard",accl.,,Laurier Liberal,"Journalist, publisher",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,9,2,2,1,1,1,2,2,9,1,2,1,1,2,1,1,1,1,1,2,9,9,1,9,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,2,1,9,9,1,1,1,1,1,1,9,9,9,1,1,1,1,2,9,1,9
472,NANAIMO,British Columbia,1903 - 1962,13,1917.12.17,1326,60fa0100-c6c7-45cf-bd0a-d1564a011293,"MCINTOSH, John Charles",9175,0.7343,Unionist,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,9,9,9,9,9,9,9,2,9,9,2,9,2,1,9,9,2,1,2,9,9,9,9,9,9,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,9,2,9,2,2,2
755,THREE RIVERS AND ST. MAURICE,Quebec,1892 - 1924,13,1917.12.17,1340,61c189fb-d551-49ed-82da-cc777b86b056,"BUREAU, Jacques",accl.,,Laurier Liberal,Lawyer,Fr.Catholic,1,5,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,9,9,2,1,1,1,2,9,9,1,2,1,1,2,1,1,1,9,9,2,1,2,1,9,1,9,9,9,9,9,9,9,9,1,9,9,1,1,1,9,1,9,1,1,1,1,1,1,1,1,9,9,9,1,9,1,2,9,9,9
802,WENTWORTH,Ontario,1903 - 1966,13,1917.12.17,1371,64133edf-0990-42a2-9245-175d93050aae,"WILSON, Gordon Crooks",9070,0.6495,Unionist,"Agent, gentleman, merchant",Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,2,9,9,1,9,9,2,9,9,1,9,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,9,9,9,9,9,9,9,9,9,2,9,2,1,2,2,9,2,9,2,9,9,9,9,9,2,2,2,2,9,9,2,2,9,2,2,2,2,9
411,MACDONALD,Manitoba,1892 - 1947,13,1917.12.17,1373,642e8a90-f159-4c59-9866-73a2fe554b97,"HENDERS, Richard Coe",5327,0.7734,Unionist,"Farmer, minister",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,9,2,2,2,1,9,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2,2,2,2,2,2
605,RESTIGOUCHE--MADAWASKA,New Brunswick,1914 - 1966,13,1917.12.17,1375,64706d8b-7252-4010-9517-6f90f6dfaf49,"MICHAUD, Pius",5077,0.6909,Laurier Liberal,"Barrister, lawyer",Fr.Catholic,1,4,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,9,1,1,2,2,1,1,2,1,1,9,9,9,9,9,1,2,1,2,1,9,1,1,1,1,1,1,1,1,2,1,9,9,1,9,1,2,1,9,9,9,9,9,1,1,1,9,1,2,1,1,1,1,2,9,1,9
23,ASSINIBOIA,Saskatchewan,1907 - 1987,13,1919.10.27,1381,64ea5c35-fa23-4e75-a3d7-1d07114270e0,"GOULD, Oliver Robert",7712,0.7561,United Farmers,"Carpenter, farmer",Protestant,0,1,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,1,9,2,2,9,1,1,1,1,2,1,1,1,1,9,1,2,1,1,1,9,1,1,9,2,9,1
810,WESTMORLAND,New Brunswick,1867 - 1966,13,1917.12.17,1383,651714ed-1fa2-4874-a656-3e55434ef8cc,"COPP, Arthur Bliss",6645,0.5715,Laurier Liberal,Lawyer,Protestant,0,2,,,,,,,,,,,,,9,9,9,9,9,1,1,1,1,2,2,1,1,1,1,2,1,1,1,9,9,9,1,2,1,1,1,2,2,1,9,1,9,1,9,1,9,1,1,9,9,9,9,9,9,9,1,9,1,1,9,1,2,1,1,1,1,1,1,1,1,1,9,1,2,1,1,1,1,9,9,9,1
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,13,1917.12.17,1393,65b95af4-7627-444a-9989-c8b3033301d0,"LOGGIE, William Stewart",4648,0.5635,Unionist (Liberal),"Company head, manufacturer, merchant",Protestant,0,4,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,9,9,9,9,2,1,1,2,2,2,1,1,9,2,1,9,9,1,9,1,2,2,2,9,2,1,2,9,2,9,9,9,9,9,9,2,9,2,1,2,2,9,2,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9
432,MEGANTIC,Quebec,1867 - 1933,13,1917.12.17,1422,68071fca-03f2-4f7c-b33c-2ed63bb08327,"PACAUD, Lucien Turcotte",accl.,,Laurier Liberal,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,9,1,1,2,9,1,1,1,2,2,9,1,2,9,1,2,9,9,1,1,1,9,1,2,9,2,9,1,1,1,1,1,1,9,9,1,9,1,1,9,1,2,9,9,9,9,9,9,1,1,1,9,1,2,1,9,9,1,9,1,9,9
316,JOLIETTE,Quebec,1867 - 1933,13,1917.12.17,1442,691705c6-e71f-4fae-a033-f5eeacf51c8d,"DENIS, Jean Joseph",2459,0.5368,Laurier Liberal,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,9,9,1,9,1,2,2,9,9,1,1,2,9,1,1,9,9,1,1,2,9,1,9,1,2,1,1,1,9,1,2,9,2,1,1,1,1,1,1,1,9,9,9,2,1,1,1,9,2,1,9,9,9,9,9,1,9,1,9,9,9,9,1,1,1,1,1,9,9
488,NORFOLK,Ontario,1903 - 1924,13,1917.12.17,1446,6964b02f-0a05-4b93-b401-adca34231cb1,"CHARLTON, William Andrew",4544,0.5824,Unionist (Liberal),"Businessman, lumber merchant",Protestant,0,2,,,,,,,,,United States,,,,2,2,9,9,9,9,9,9,9,9,1,9,9,9,1,9,2,2,9,9,9,9,2,1,2,9,1,1,1,2,2,2,9,9,9,9,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,2,2,9,2,9,9,9,9,9,9,2,2,9,9
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,13,1917.12.17,1451,69b07db5-d50e-4347-b919-ab2ed02f2a41,"ALLAN, George William",19031,0.8832,Unionist,Lawyer,Protestant,0,1,,,,,,,,,,,,,9,9,9,2,2,2,2,2,2,1,1,2,9,2,9,1,9,9,9,9,9,9,2,1,9,2,1,1,1,2,2,2,1,9,9,2,1,2,9,9,9,9,9,9,9,9,9,1,2,2,9,2,9,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,9,2,9
109,NORTH CAPE BRETON AND VICTORIA,Nova Scotia,1903 - 1924,13,1917.12.17,1478,6c38f39b-1f70-4da5-ac6d-14d796590e55,"MCKENZIE, Daniel Duncan",4477,0.5509,Laurier Liberal,Lawyer,Protestant,0,4,,,,,,,,,,,,,1,1,2,9,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,9,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,9,1,9,1,9,9,9,9,9,1,1,1,1,9,9,9,1,1,1,9,2,1,1
340,KINGSTON,Ontario,1867 - 1924,13,1919.10.20,1484,6cab8398-dae1-4e94-b6be-0177cdcd9b99,"DRAYTON, Hon. Sir Henry Lumle",accl.,,Unionist,"Barrister, crown attorney",Protestant,0,1,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,9,2,2,2,2,2,2,2,9,2,2,2,1,2,2,9,2,2,9,9,9
401,LONDON,Ontario,1867 - 1966,13,1917.12.17,1491,6cf8aa6e-d764-4dcf-aa90-3e38a53cde0a,"CRONYN, Hume",11136,0.6215,Unionist,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,2,2,9,9,9,1,2,2,2,9,1,2,2,2,1,9,9,9,9,9,9,9,9,9,2,9,2,9,1,1,2,1,9,9,9,9,9,9,9,9,9,2,1,9,2,2,9,1,9,9,9,9,9,9,2,9,2,9,9,9,9,2,9,9,2,1,2,9
30,BATTLE RIVER,Alberta,1914 - 1952,13,1917.12.17,1497,6d299419-6bef-4ae5-98cc-6af0881abf01,"BLAIR, William John",5733,0.5775,Unionist,"Engineer, farmer, teacher",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,9,9,9,9,2,9,2,1,9,9,2,2,1,2,2,2,1,2,2,1,9,9,9,2,2,1,1,1,9,1,9,2,2,2,2,2,2,2,1,9,1,2,2,2,2,1,9,2,2,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,9,9
181,DORCHESTER,Quebec,1867 - 1966,13,1917.12.17,1503,6d7aad3a-b476-424b-8f8f-8ece71f89882,"CANNON, Lucien",4228,0.8948,Laurier Liberal,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,9,9,1,1,2,9,1,1,1,1,2,1,9,9,9,2,9,1,2,1,9,9,9,9,1,1,1,9,2,2,1,9,1,1,1,1,1,1,1,9,9,1,9,1,1,1,1,2,9,9,9,9,9,9,1,1,1,1,9,9,9,9,1,1,9,9,1,1
518,OTTAWA (CITY OF),Ontario,,13,1917.12.17,1521,6e53a5bb-3ad7-4029-8f31-a5197bd338ef,"CHABOT, John Leo",18312,0.2896,Unionist,"Physician, surgeon",Fr.Catholic,1,2,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,2,9,9,9,9
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,13,1919.10.27,1532,6f0e79a6-263d-4f17-8fbc-6e37780ff83c,"CALDWELL, Thomas Wakem",6500,0.6874,United Farmers,Farmer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,1,1,9,9,9,1,1,1,9,9,9,9,9,1,2,9,2,9,9,9,9,1,1,2,9,1,1
33,BATTLEFORD,Saskatchewan,1907 - 1924,13,1917.12.17,1572,724307e3-cb18-425b-a170-87c9c401849f,"WRIGHT, Henry Oswald",5404,0.7614,Unionist,Rancher,Protestant,0,1,,,,,,,,,,,,,9,9,9,2,2,9,2,2,2,1,1,2,9,2,1,9,9,2,2,1,2,2,2,1,2,2,1,1,9,2,9,2,1,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,2,2,9,1,1,9,9,9,9,9,9,1,2,2,2,1,9,1,9,9,1,2,9,2,1
235,GASPE,Quebec,1867 - 1996,13,1917.12.17,1590,733cae8a-7e57-46c6-ab2e-478ac991835f,"LEMIEUX, Hon. Rodolphe",5438,0.8242,Laurier Liberal,"Author, lawyer, lecturer",Fr.Catholic,1,6,,,,,,,,,,,,,9,9,9,1,1,9,9,1,1,2,2,1,1,1,2,2,1,9,1,2,2,1,1,2,9,1,2,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,9,1,9,9,9,9,1,9,1,9,1,2,1,9,1,1,2,1,1,1
549,PETERBOROUGH WEST,Ontario,1867 - 1952,13,1921.02.07,1607,7487ed9c-9f66-470d-8eb7-c105d30497b5,"GORDON, George Newcombe",4093,0.3168,Liberal Party of Canada,Barrister,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,1,9,9,1,9,9,1,9,9,9,9
655,ST. MARY,Quebec,1892 - 1947,13,1917.12.17,1665,7823773e-c76d-4b06-a5b5-c5c775718966,"DESLAURIERS, Hermas",accl.,,Laurier Liberal,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,9,9,1,1,2,2,1,9,1,2,9,1,1,1,2,2,9,9,9,9,1,9,1,9,9,9,1,9,9,9,1,9,1,1,1,1,1,1,1,9,9,1,9,9,1,1,1,9,1,9,9,1,1,1,1,1,1,1,1,2,1,1,1,1,9,9,9,9
154,COMOX--ALBERNI,British Columbia,1914 - 1976,13,1917.12.17,1671,788af498-0867-47ce-9b0b-a659e0c3ad21,"CLEMENTS, Herbert Sylvester",3652,0.6281,Unionist,"Broker, farmer, real estate agent",Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,2,2,2,1,1,9,2,1,9,9,9,1,1,2,2,9,9,9,9,9,1,2,2,2,2,2,2,2,2,1,2,9,2,2,2,2,9,9,9,9,9,9,9,2,9,2,2,2,1,9,2,2,2,2,2,2,2
514,ONTARIO SOUTH,Ontario,1867 - 1924,13,1917.12.17,1678,790af30c-6f5a-4c27-9611-f1717541e81d,"SMITH, William",5205,0.6599,Unionist,"Breeder, farmer, importer",Protestant,0,4,,,,,,,,,,,,,9,9,9,2,2,9,9,2,2,1,1,2,2,2,1,9,2,9,9,9,1,9,2,1,2,2,1,2,2,9,9,9,1,9,9,9,9,2,2,2,2,2,2,2,1,1,2,9,2,2,9,2,1,9,9,2,2,2,2,2,9,2,2,2,1,2,2,9,2,2,9,2,2
169,DAUPHIN,Manitoba,1903 - 1983,13,1917.12.17,1724,7c1a0382-2f6e-4c4d-acdd-b42097dfd66f,"CRUISE, Robert",accl.,,Unionist (Liberal),"Businessman, farmer",Protestant,0,2,,,,,,,,,,,,,9,9,9,2,2,2,9,2,2,1,9,2,9,2,1,2,9,2,2,1,2,9,2,1,9,2,9,9,9,9,9,2,9,2,2,2,9,2,2,2,2,2,2,2,2,1,9,9,2,2,9,2,1,2,2,2,2,2,2,2,2,2,9,9,9,2,2,9,2,9,2,2,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,13,1917.12.17,1738,7c9ee392-8ed6-4dae-87a9-4c963866732d,"LAVIGUEUR, Henri Edgar",4799,0.8978,Laurier Liberal,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,9,9,1,1,2,2,9,9,9,9,9,9,9,9,9,9,1,9,1,2,9,2,9,9,9,9,9,9,9,9,9,1,9,1,1,9,1,2,9,9,9,9,9,9,1,9,1,9,9,9,1,1,9,1,9,9,9,9
157,COMPTON,Quebec,1867 - 1947,13,1917.12.17,1749,7dcd6d15-391e-480d-8f81-4bdc6ea05e69,"HUNT, Aylmer Byron",4418,0.6372,Laurier Liberal,"Director, farmer, lumberman, real estate agent",Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,2,9,1,2,9,1,1,9,9,9,1,1,2,1,2,9,2,1,1,1,1,1,1,1,9,9,1,9,1,1,1,1,2,1,1,1,1,1,1,1,9,1,1,9,9,9,9,9,9,9,9,9,9
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,13,1917.12.17,1785,80e0f61c-02a8-440b-8dfc-7c83b16b459b,"BROUILLARD, Joseph-Ovide",accl.,,Laurier Liberal,Businessman,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,9,9,9,9,1,1,2,2,1,1,1,2,9,9,1,1,2,9,9,1,2,9,9,9,9,9,9,9,1,9,9,9,1,9,1,1,1,1,1,1,1,9,9,1,9,9,9,9,1,9,9,1,1,1,1,1,1,1,1,1,1,2,1,9,1,1,1,9,9,9
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,13,1917.12.17-1919.08.01,1790,80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4,"CARVELL, Hon. Frank Broadstreet",accl.,,Unionist (Liberal),Lawyer,Protestant,0,4,,1,,,,,,,,Resignation. Appointed Chief Commissioner of the Board of Railway Commissioners for Canada: 1919.08.01,,,2,2,1,2,2,9,2,2,2,1,1,2,2,2,1,1,2,9,2,1,2,2,2,1,9,2,9,1,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
606,RICHELIEU,Quebec,1867 - 1933,13,1917.12.17,1794,813dc256-6e33-4184-9974-dd19238a9aaf,"CARDIN, Pierre-Joseph-Arthur",3355,0.8009,Laurier Liberal,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,9,9,9,9,9,2,9,9,9,9,9,2,1,1,1,1,1,2,1,2,1,9,1,9,9,9,9,9,9,9,9,1,9,1,1,1,1,2,9,9,9,9,9,9,1,9,1,9,9,9,1,1,1,1,9,9,1,9
684,SHERBROOKE (TOWN OF),Quebec,,13,1917.12.17,1814,8266761d-df92-481b-a611-14cdb3e925bd,"MCREA, Francis ""N"".",4151,0.5491,Laurier Liberal,Lumber merchant,Protestant,0,2,,,,,,,,,,,,,1,1,2,1,1,9,9,9,9,9,2,1,9,2,2,9,9,1,1,2,9,9,2,2,9,9,9,9,9,1,1,1,2,2,9,9,9,1,1,1,1,1,1,1,9,9,1,9,1,9,9,1,2,9,9,9,9,9,9,1,2,1,9,9,9,1,1,1,9,2,9,9,9
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,13,1917.12.17-1920.07.12 and 1920.09.20,1815,826badd5-ccc7-4861-aa6b-bc8bccd800d3,"WIGMORE, Hon. Rupert Wilson",13611,0.3542,Unionist,Civil engineer,Protestant,0,1,,1,,,,,,,,Resignation. Appointed Minister of Customs and Inland Revenue: 1920.07.12,,,9,9,9,2,2,2,2,2,2,1,1,2,2,2,2,1,9,2,2,1,1,9,2,1,9,9,1,9,9,2,2,2,1,2,1,2,1,2,9,9,9,9,9,9,9,1,2,1,9,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,9
277,HASTINGS EAST,Ontario,1867 - 1924,13,1917.12.17,1825,82ecb62a-a65c-4506-9309-3e4599e0de6e,"THOMPSON, Thomas Henry",4202,0.6876,Unionist,"Merchant, undertaker",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,9,9,2,2,1,1,2,2,2,1,1,2,9,2,1,9,9,2,1,9,2,9,9,9,9,9,2,1,2,1,9,1,2,2,2,2,2,2,2,2,1,2,1,2,2,9,2,1,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
112,CAPE BRETON SOUTH AND RICHMOND,Nova Scotia,1914 - 1924,13,1917.12.17,1890,87fe8ab7-b976-467b-91e4-a9b9d24b23fa,"DOUGLAS, John Carey",8073,0.2216,Unionist,"Barrister, publisher",Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,9,9,2,2,2,2,1,9,2,2,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,9,9,2,1,2,2,9,2,1,9,9,9,9,9,9,2,2,2,2,2,1,2,2,2,2,2,2,2,9
495,NORTH BATTLEFORD,Saskatchewan,1914 - 1924,13,1917.12.17,1893,8810949f-06c2-4eec-8ec3-fa64c3f2d7b3,"LONG, Charles Edwin",5630,0.6014,Unionist (Liberal),Farmer,Protestant,0,1,,,,,,,,,United States,,,,2,2,1,2,2,2,2,2,2,1,1,2,9,2,1,9,9,2,2,1,2,2,2,1,2,2,1,9,1,2,2,2,9,2,1,2,9,2,2,2,2,2,2,2,2,9,9,1,2,2,9,2,9,2,2,2,9,9,9,2,2,2,2,2,1,2,9,9,2,2,9,2,2
51,BONAVENTURE,Quebec,1867 - 1971,13,1917.12.17,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Hon. Charles",4131,0.7697,Laurier Liberal,Journalist,Fr.Catholic,1,5,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,9,9,9,9,9,1,1,9,9,9
809,WESTMINSTER DISTRICT,British Columbia,1914 - 1919,13,1917.12.17,1907,8905e3c1-be71-4f8c-a314-1eee0a306beb,"STACEY, Frank Bainard",4074,0.6945,Unionist,"Fruit grower, minister",Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,1,9,9,2,2,2,9,2,1,2,9,9,9,9,9,9,9,9,9,9,2,9,2,2,2,2,1,2,9,9,9,9,9,2,2,2,2,2,1,2,2,2,2,9,2,2,9
679,SHELBURNE AND QUEEN'S,Nova Scotia,1892 - 1924,13,1917.12.17,1908,89103d9d-627c-4f56-8113-57b0d3865982,"FIELDING, Hon. William Stevens",accl.,,Unionist (Liberal),"Correspondent, editor, journalist",Protestant,0,5,,,,,,,,,,,,,2,2,1,1,1,2,2,1,1,2,2,9,1,2,2,1,9,1,2,2,2,9,1,2,2,9,1,1,9,1,2,1,9,1,2,9,2,1,9,1,1,1,9,1,1,2,1,2,1,9,1,1,2,1,1,1,1,1,1,1,9,1,1,9,9,1,1,9,1,2,9,1,9
533,PARKDALE,Ontario,1914 - 1976,13,1917.12.17,1948,8beb75cf-9af3-455c-91c8-92afd3a5f7b6,"MOWAT, Herbert Macdonald",13306,0.5378,Unionist (Liberal),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,9,2,2,2,1,1,9,9,9,2,2,1,2,2,2,2,2,1,1,2,2,1,9,2,9,2,2,2,2,2,9,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,1,2,2
625,ROYAL,New Brunswick,1914 - 1966,13,1917.12.17,1977,8dfefd55-ad19-4012-a2c9-b6c83a73227a,"MCLEAN, Hugh Havelock",5959,0.6777,Unionist (Liberal),Lawyer,Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,9,2,1,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,1,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,2,1,2,2,2,2,9,2,9,9
689,SKEENA,British Columbia,1914 - 2003,13,1917.12.17,1978,8e004fc8-0693-4276-87ab-953e5726e9c2,"PECK, Cyrus Wesley",2806,0.5707,Unionist,"Agent, broker, canner",Protestant,0,1,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,9,9,9,9,2,1,9,9,1,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,2,2,1,9,2,2,2,9,2,2,9,2,2,2,1,9,9,2,2,2,9,9,9
550,PICTOU,Nova Scotia,1867 - 1966,13,1917.12.17,1999,8fa12c41-1cfa-4a0e-884e-8637aa31b82b,"MCGREGOR, Alexander",6800,0.5295,Unionist,Lumber merchant,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,9,9,2,1,9,9,2,2,1,9,9,2,1,9,2,1,9,9,2,2,2,1,2,1,2,1,9,2,2,2,2,2,2,9,9,2,9,2,2,9,2,1,9,9,9,9,9,9,9,2,2,9,2,1,2,2,2,2,2,2,2,9
